gene_id	symbol	product	copies_lean	copies_siscowet	n_go
gene-LOC120038277	LOC120038277	ribosomal protein S6 kinase alpha-6-like	1	1	4
gene-LOC120038278	LOC120038278	ATPase SWSAP1-like	1	1	3
gene-LOC120038279	LOC120038279	5S ribosomal RNA	1	1	0
gene-LOC120038292	LOC120038292	5S ribosomal RNA	19	3	0
gene-LOC120038292_1			1	1	0
gene-LOC120038292_2			1	1	0
gene-LOC120038293	LOC120038293	erythropoietin receptor-like	1	1	7
gene-LOC120038309	LOC120038309	calponin-1-like	1	1	2
gene-LOC120038317	LOC120038317	fibroblast growth factor receptor 3-like	1	1	9
gene-LOC120038318	LOC120038318	zinc finger protein OZF-like	1	1	3
gene-LOC120038320	LOC120038320	zinc finger protein 729-like	1	1	3
gene-LOC120038321	LOC120038321	zinc finger protein 180-like	1	1	3
gene-LOC120038322	LOC120038322	zinc finger protein 436-like	1	1	0
gene-LOC120038323	LOC120038323	transcription elongation factor 1 homolog	1	1	3
gene-LOC120038324	LOC120038324	uncharacterized LOC120038324	2	3	0
gene-LOC120038324_1			1	1	0
gene-LOC120038325	LOC120038325	uncharacterized LOC120038325	3	4	0
gene-LOC120038325_1			1	1	0
gene-LOC120038325_2			1	1	0
gene-LOC120038326	LOC120038326	uncharacterized LOC120038326	1	1	0
gene-LOC120038327	LOC120038327	extensin-like	1	1	0
gene-LOC120038328	LOC120038328	extensin-like	1	1	0
gene-LOC120038332	LOC120038332	28S ribosomal RNA	1	1	0
gene-LOC120038333	LOC120038333	TLC domain-containing protein 4-B-like	1	1	3
gene-LOC120038335	LOC120038335	fish-egg lectin-like	1	1	0
gene-LOC120038336	LOC120038336	leucine-rich repeat-containing G-protein coupled receptor 6	1	1	4
gene-LOC120038337	LOC120038337	wolframin-like	1	1	5
gene-LOC120038338	LOC120038338	serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform-like	1	1	4
gene-LOC120038342	LOC120038342	phospholipase A2 inhibitor subunit gamma B-like	1	1	0
gene-LOC120038351	LOC120038351	procollagen C-endopeptidase enhancer 2-like	1	1	1
gene-LOC120038352	LOC120038352	uncharacterized LOC120038352	1	1	5
gene-LOC120038353	LOC120038353	gap junction beta-4 protein-like	1	4	2
gene-LOC120038354	LOC120038354	pleckstrin homology domain-containing family H member 1-like	1	1	1
gene-LOC120038355	LOC120038355	general transcription factor II-I repeat domain-containing protein 2B-like	2	3	0
gene-LOC120038355_1			1	1	0
gene-LOC120038356	LOC120038356	sodium/potassium-transporting ATPase subunit beta-2-like	1	1	6
gene-LOC120038357	LOC120038357	5S ribosomal RNA	30	1	0
gene-LOC120038363	LOC120038363	5S ribosomal RNA	5	1	0
gene-LOC120038364	LOC120038364	5S ribosomal RNA	4	1	0
gene-LOC120038366	LOC120038366	filaggrin-like	1	1	5
gene-LOC120038367	LOC120038367	uncharacterized LOC120038367	1	1	0
gene-LOC120038368	LOC120038368	uncharacterized LOC120038368	1	1	0
gene-LOC120038369	LOC120038369	b(0,+)-type amino acid transporter 1-like	1	1	3
gene-LOC120038371	LOC120038371	uncharacterized LOC120038371	1	3	0
gene-LOC120038372	LOC120038372	retinitis pigmentosa 1-like 1 protein	1	1	0
gene-LOC120038373	LOC120038373	choline transporter-like protein 2	1	1	4
gene-LOC120038386	LOC120038386	2-aminoethanethiol dioxygenase-like	1	1	2
gene-LOC120038393	LOC120038393	28S ribosomal RNA	1	1	0
gene-LOC120038395	LOC120038395	interferon-induced GTP-binding protein MxA-like	1	1	8
gene-LOC120038396	LOC120038396	attractin-like	1	1	2
gene-LOC120038397	LOC120038397	uncharacterized LOC120038397	1	1	0
gene-LOC120038398	LOC120038398	NLR family CARD domain-containing protein 3-like	1	1	0
gene-LOC120038399	LOC120038399	uncharacterized LOC120038399	1	1	0
gene-LOC120038400	LOC120038400	uncharacterized LOC120038400	1	1	0
gene-LOC120038401	LOC120038401	ubiquitin-conjugating enzyme E2 D2-like	1	1	4
gene-LOC120038403	LOC120038403	glutaryl-CoA dehydrogenase, mitochondrial-like	1	1	6
gene-LOC120038404	LOC120038404	pre-B-cell leukemia transcription factor 3-like	1	1	9
gene-LOC120038405	LOC120038405	regulator of G-protein signaling 11-like	1	1	2
gene-LOC120038406	LOC120038406	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1-like	1	1	2
gene-LOC120038407	LOC120038407	uncharacterized protein FLJ40521-like	1	1	0
gene-LOC120038408	LOC120038408	adhesion G protein-coupled receptor B3-like	1	1	0
gene-LOC120038409	LOC120038409	adhesion G protein-coupled receptor E1-like	1	1	5
gene-LOC120038412	LOC120038412	uncharacterized LOC120038412	1	1	0
gene-LOC120038413	LOC120038413	uncharacterized LOC120038413	1	1	0
gene-LOC120038414	LOC120038414	uncharacterized LOC120038414	1	1	0
gene-LOC120038415	LOC120038415	uncharacterized LOC120038415	1	1	0
gene-LOC120038418	LOC120038418	phenylalanine--tRNA ligase alpha subunit	1	1	7
gene-LOC120038421	LOC120038421	myosin-11-like	1	1	9
gene-LOC120038422	LOC120038422	NACHT, LRR and PYD domains-containing protein 3-like	1	1	1
gene-LOC120038423	LOC120038423	uncharacterized LOC120038423	1	1	0
gene-LOC120038424	LOC120038424	uncharacterized LOC120038424	1	1	0
gene-LOC120038425	LOC120038425	multidrug resistance-associated protein 1-like	1	1	7
gene-LOC120038427	LOC120038427	Fc receptor-like protein 5	1	1	2
gene-LOC120038429	LOC120038429	neurobeachin-like	1	1	4
gene-LOC120038430	LOC120038430	stAR-related lipid transfer protein 13-like	1	1	5
gene-LOC120038440	LOC120038440	5S ribosomal RNA	1	1	0
gene-LOC120038441	LOC120038441	5S ribosomal RNA	2	2	0
gene-LOC120038441_1			1	1	0
gene-LOC120038443	LOC120038443	5S ribosomal RNA	2	3	0
gene-LOC120038443_1			1	1	0
gene-LOC120038444	LOC120038444	5S ribosomal RNA	1	1	0
gene-LOC120038445	LOC120038445	5S ribosomal RNA	2	1	0
gene-LOC120038447	LOC120038447	interleukin enhancer-binding factor 3 homolog	1	1	3
gene-LOC120038468	LOC120038468	vacuolar protein sorting-associated protein 13B-like	1	1	0
gene-LOC120038469	LOC120038469	RNA-splicing ligase RtcB homolog	1	1	5
gene-LOC120038471	LOC120038471	uncharacterized LOC120038471	1	1	0
gene-LOC120038472	LOC120038472	sushi, nidogen and EGF-like domain-containing protein 1	1	1	6
gene-LOC120038473	LOC120038473	protein Wiz-like	1	1	4
gene-LOC120038475	LOC120038475	proline-rich extensin-like protein EPR1	1	1	0
gene-LOC120038476	LOC120038476	transcription factor AP-2-delta-like	1	1	6
gene-LOC120038483	LOC120038483	G-protein coupled receptor family C group 5 member C-like	1	1	7
gene-LOC120038485	LOC120038485	mucolipin-1-like	1	1	3
gene-LOC120038490	LOC120038490	rho GTPase-activating protein 25-like	1	1	7
gene-LOC120038491	LOC120038491	28S ribosomal RNA	1	1	0
gene-LOC120038492	LOC120038492	uncharacterized LOC120038492	1	1	0
gene-LOC120038494	LOC120038494	mucin-19-like	1	1	0
gene-LOC120038495	LOC120038495	protein jagged-1b-like	1	1	4
gene-LOC120038496	LOC120038496	elongation of very long chain fatty acids protein 4-like	1	1	8
gene-LOC120038497	LOC120038497	PRELI domain containing protein 3A-like	1	1	3
gene-LOC120038498	LOC120038498	protein LRATD2-like	1	1	0
gene-LOC120038499	LOC120038499	monocyte to macrophage differentiation factor 2-like	1	1	1
gene-LOC120038500	LOC120038500	homeobox protein HMX2-like	1	1	4
gene-LOC120038501	LOC120038501	N-acetylmuramoyl-L-alanine amidase-like	1	1	7
gene-LOC120038505	LOC120038505	short/branched chain specific acyl-CoA dehydrogenase, mitochondrial-like	1	1	3
gene-LOC120038506	LOC120038506	rho GTPase-activating protein SYDE1-like	1	1	1
gene-LOC120038507	LOC120038507	uncharacterized LOC120038507	1	1	0
gene-LOC120038508	LOC120038508	homeobox protein HMX3-like	1	1	4
gene-LOC120038513	LOC120038513	L-seryl-tRNA(Sec) kinase-like	1	1	2
gene-LOC120038514	LOC120038514	thrombospondin-2-like	1	1	4
gene-LOC120038515	LOC120038515	trafficking protein particle complex subunit 5-like	1	1	4
gene-LOC120038516	LOC120038516	keratin-associated protein 9-1-like	1	1	0
gene-LOC120038517	LOC120038517	nidogen-2-like	1	1	3
gene-LOC120038518	LOC120038518	leucine-rich repeat extensin-like protein 5	1	1	0
gene-LOC120038519	LOC120038519	perforin-1-like	1	1	0
gene-LOC120038520	LOC120038520	perforin-1-like	1	1	0
gene-LOC120038521	LOC120038521	uncharacterized LOC120038521	2	1	8
gene-LOC120038522	LOC120038522	perforin-1-like	1	1	0
gene-LOC120038527	LOC120038527	U2 spliceosomal RNA	1	1	0
gene-LOC120038528	LOC120038528	U2 spliceosomal RNA	1	1	0
gene-LOC120038529	LOC120038529	U2 spliceosomal RNA	1	1	0
gene-LOC120038530	LOC120038530	U2 spliceosomal RNA	1	1	0
gene-LOC120038531	LOC120038531	U2 spliceosomal RNA	1	1	0
gene-LOC120038551	LOC120038551	mucin-17-like	1	1	0
gene-LOC120038555	LOC120038555	U5 spliceosomal RNA	1	1	0
gene-LOC120038556	LOC120038556	U5 spliceosomal RNA	1	1	0
gene-LOC120038558	LOC120038558	U5 spliceosomal RNA	1	1	0
gene-LOC120038561	LOC120038561	U5 spliceosomal RNA	1	1	0
gene-LOC120038567	LOC120038567	vegetative cell wall protein gp1-like	1	1	0
gene-LOC120038569	LOC120038569	transcription factor Sox-18A-like	1	1	6
gene-LOC120038570	LOC120038570	XK-related protein 7-like	1	1	4
gene-LOC120038571	LOC120038571	transcription elongation factor A protein 2-like	1	1	5
gene-LOC120038572	LOC120038572	ephrin type-A receptor 6-like	1	1	6
gene-LOC120038573	LOC120038573	uncharacterized LOC120038573	1	1	10
gene-LOC120038587	LOC120038587	cytochrome P450 26B1-like	1	1	5
gene-LOC120038588	LOC120038588	zinc-binding protein A33-like	1	1	1
gene-LOC120038589	LOC120038589	sodium- and chloride-dependent GABA transporter 3-like	1	1	2
gene-LOC120038591	LOC120038591	thrombospondin type-1 domain-containing protein 7A-like	1	1	2
gene-LOC120038598	LOC120038598	zinc finger protein 703-like	1	1	2
gene-LOC120038608	LOC120038608	5S ribosomal RNA	1	1	0
gene-LOC120038636	LOC120038636	5.8S ribosomal RNA	1	1	0
gene-LOC120038638	LOC120038638	18S ribosomal RNA	1	1	0
gene-LOC120038640	LOC120038640	ladderlectin-like	1	1	1
gene-LOC120038641	LOC120038641	ladderlectin-like	1	1	1
gene-LOC120038642	LOC120038642	glutenin, high molecular weight subunit DX5-like	1	1	0
gene-LOC120038643	LOC120038643	uncharacterized LOC120038643	1	1	0
gene-LOC120038646	LOC120038646	isthmin-1-like	1	1	1
gene-LOC120038647	LOC120038647	extensin-like	1	1	0
gene-LOC120038649	LOC120038649	40S ribosomal protein SA-like	1	1	7
gene-LOC120038650	LOC120038650	prickle-like protein 1	1	1	1
gene-LOC120038654	LOC120038654	YY1-associated factor 2-like	1	1	4
gene-LOC120038655	LOC120038655	pseudouridylate synthase 7 homolog-like protein	1	1	4
gene-LOC120038657	LOC120038657	mitochondrial carnitine/acylcarnitine carrier protein-like	1	1	4
gene-LOC120038659	LOC120038659	glycine-rich protein DOT1-like	1	1	0
gene-LOC120038663	LOC120038663	oocyte zinc finger protein XlCOF19-like	1	1	3
gene-LOC120038667	LOC120038667	probable C->U-editing enzyme APOBEC-2	1	1	6
gene-LOC120038670	LOC120038670	EBP cholestenol delta-isomerase	1	1	6
gene-LOC120038674	LOC120038674	histidine-rich glycoprotein	1	1	0
gene-LOC120038675	LOC120038675	integrin alpha-V-like	1	1	8
gene-LOC120038677	LOC120038677	integral membrane protein GPR137B-like	1	1	5
gene-LOC120038678	LOC120038678	uncharacterized LOC120038678	1	1	0
gene-LOC120038679	LOC120038679	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like	1	1	0
gene-LOC120038681	LOC120038681	cdc42 effector protein 1-like	1	1	0
gene-LOC120038682	LOC120038682	uncharacterized LOC120038682	1	1	0
gene-LOC120038687	LOC120038687	centromere protein Q	1	1	0
gene-LOC120038690	LOC120038690	C5a anaphylatoxin chemotactic receptor 1	1	1	7
gene-LOC120038691	LOC120038691	ephrin-B2a-like	1	1	5
gene-LOC120038693	LOC120038693	cyclin-dependent kinase 14-like	1	1	0
gene-LOC120038694	LOC120038694	velvet complex subunit B-like	1	1	0
gene-LOC120038695	LOC120038695	musculin-like	1	1	5
gene-LOC120038698	LOC120038698	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like	1	1	3
gene-LOC120038699	LOC120038699	acetyl-coenzyme A synthetase 2-like, mitochondrial	1	1	3
gene-LOC120038702	LOC120038702	acetyl-coenzyme A synthetase 2-like, mitochondrial	1	1	3
gene-LOC120038703	LOC120038703	visual system homeobox 2-like	1	1	4
gene-LOC120038705	LOC120038705	keratin-associated protein 4-6-like	1	1	0
gene-LOC120038707	LOC120038707	leucine-rich repeat-containing protein 74A-like	1	1	1
gene-LOC120038708	LOC120038708	dystrobrevin beta-like	1	1	3
gene-LOC120038709	LOC120038709	dedicator of cytokinesis protein 1-like	1	1	6
gene-LOC120038710	LOC120038710	uncharacterized LOC120038710	1	1	0
gene-LOC120038711	LOC120038711	adhesion G protein-coupled receptor L3-like	1	1	5
gene-LOC120038714	LOC120038714	ubiquitin-conjugating enzyme E2 K-like	1	1	5
gene-LOC120038717	LOC120038717	phospholipid phosphatase 3-like	1	2	4
gene-LOC120038718	LOC120038718	adhesion G protein-coupled receptor L1-like	1	1	8
gene-LOC120038719	LOC120038719	RNA polymerase-associated protein RTF1 homolog	1	1	3
gene-LOC120038720	LOC120038720	nucleolar and spindle-associated protein 1-like	1	1	8
gene-LOC120038727	LOC120038727	actin, cytoplasmic 1-like	1	1	0
gene-LOC120038742	LOC120038742	28S ribosomal RNA	1	1	0
gene-LOC120038743	LOC120038743	protein tyrosine phosphatase domain-containing protein 1-like	1	1	0
gene-LOC120038745	LOC120038745	proline-rich extensin-like protein EPR1	1	1	0
gene-LOC120038746	LOC120038746	DNA repair protein complementing XP-G cells-like	1	1	4
gene-LOC120038747	LOC120038747	golgin-45-like	1	1	3
gene-LOC120038751	LOC120038751	ribosomally synthesized cyclic peptide ustiloxin B precursosr-like	1	1	3
gene-LOC120038752	LOC120038752	uncharacterized LOC120038752	1	1	0
gene-LOC120038753	LOC120038753	plastin-1-like	1	1	7
gene-LOC120038769	LOC120038769	BAH and coiled-coil domain-containing protein 1-like	1	1	1
gene-LOC120038771	LOC120038771	neuronal acetylcholine receptor subunit beta-2-like	1	1	10
gene-LOC120038772	LOC120038772	protein S100-A1-like	1	1	2
gene-LOC120038773	LOC120038773	butyrophilin subfamily 1 member A1-like	1	1	0
gene-LOC120038774	LOC120038774	uncharacterized LOC120038774	1	1	0
gene-LOC120038775	LOC120038775	epsin-2-like	1	1	6
gene-LOC120038776	LOC120038776	signal-induced proliferation-associated 1-like protein 2	1	1	5
gene-LOC120038777	LOC120038777	signal-induced proliferation-associated 1-like protein 2	1	1	0
gene-LOC120038778	LOC120038778	nucleoporin NUP100/NSP100-like	1	1	0
gene-LOC120038779	LOC120038779	sister chromatid cohesion protein PDS5 homolog A-like	1	1	4
gene-LOC120038780	LOC120038780	NEDD4-binding protein 2-like	1	1	1
gene-LOC120038785	LOC120038785	5S ribosomal RNA	2	35	0
gene-LOC120038785_1			1	1	0
gene-LOC120038787	LOC120038787	5S ribosomal RNA	1	1	0
gene-LOC120038788	LOC120038788	5S ribosomal RNA	1	12	0
gene-LOC120038793	LOC120038793	U1 spliceosomal RNA	1	5	0
gene-LOC120038794	LOC120038794	U1 spliceosomal RNA	1	5	0
gene-LOC120038795	LOC120038795	U1 spliceosomal RNA	1	4	0
gene-LOC120038796	LOC120038796	U1 spliceosomal RNA	1	3	0
gene-LOC120038812	LOC120038812	5S ribosomal RNA	1	1	0
gene-LOC120038822	LOC120038822	5S ribosomal RNA	1	1	0
gene-LOC120038823	LOC120038823	5S ribosomal RNA	1	1	0
gene-LOC120038824	LOC120038824	U1 spliceosomal RNA	1	1	0
gene-LOC120038825	LOC120038825	U1 spliceosomal RNA	5	10	0
gene-LOC120038825_1			1	1	0
gene-LOC120038825_2			1	1	0
gene-LOC120038825_3			1	1	0
gene-LOC120038825_4			1	1	0
gene-LOC120038826	LOC120038826	phosphatidate cytidylyltransferase 2-like	1	1	2
gene-LOC120038831	LOC120038831	U1 spliceosomal RNA	7	1	0
gene-LOC120038832	LOC120038832	U1 spliceosomal RNA	1	1	0
gene-LOC120038833	LOC120038833	5S ribosomal RNA	1	1	0
gene-LOC120038834	LOC120038834	U1 spliceosomal RNA	1	1	0
gene-LOC120038835	LOC120038835	U1 spliceosomal RNA	1	1	0
gene-LOC120038836	LOC120038836	U1 spliceosomal RNA	1	1	0
gene-LOC120038837	LOC120038837	U1 spliceosomal RNA	1	1	0
gene-LOC120038838	LOC120038838	U1 spliceosomal RNA	1	1	0
gene-LOC120038839	LOC120038839	U1 spliceosomal RNA	1	1	0
gene-LOC120038840	LOC120038840	U1 spliceosomal RNA	1	1	0
gene-LOC120038841	LOC120038841	5S ribosomal RNA	1	1	0
gene-LOC120038843	LOC120038843	uncharacterized LOC120038843	1	1	0
gene-LOC120038845	LOC120038845	uncharacterized LOC120038845	1	1	0
gene-LOC120038846	LOC120038846	golgin subfamily A member 6-like protein 22	1	1	0
gene-LOC120038847	LOC120038847	sorting nexin-17	1	1	4
gene-LOC120038848	LOC120038848	all-trans retinoic acid-induced differentiation factor-like	1	1	2
gene-LOC120038849	LOC120038849	zinc finger protein 513-like	1	1	3
gene-LOC120038850	LOC120038850	translation initiation factor eIF-2B subunit delta-like	1	1	1
gene-LOC120038851	LOC120038851	extensin-1-like	1	1	0
gene-LOC120038852	LOC120038852	anoctamin-1-like	1	1	3
gene-LOC120038854	LOC120038854	centrosomal protein of 192 kDa-like	1	1	9
gene-LOC120038855	LOC120038855	uncharacterized LOC120038855	1	1	9
gene-LOC120038862	LOC120038862	potassium voltage-gated channel subfamily H member 3-like	1	1	4
gene-LOC120038863	LOC120038863	myosin heavy chain, fast skeletal muscle-like	1	1	9
gene-LOC120038864	LOC120038864	myosin heavy chain, fast skeletal muscle-like	1	1	4
gene-LOC120038865	LOC120038865	sphingomyelin synthase-related protein 1-like	1	1	6
gene-LOC120038868	LOC120038868	kelch domain-containing protein 3-like	1	1	0
gene-LOC120038869	LOC120038869	vertnin-like	1	1	2
gene-LOC120038871	LOC120038871	zinc finger protein 436-like	1	1	0
gene-LOC120038872	LOC120038872	gap junction alpha-4 protein-like	1	1	2
gene-LOC120038876	LOC120038876	uncharacterized LOC120038876	1	1	0
gene-LOC120038877	LOC120038877	insulin-like growth factor 2 mRNA-binding protein 2	1	1	1
gene-LOC120038878	LOC120038878	uncharacterized LOC120038878	1	1	3
gene-LOC120038879	LOC120038879	uncharacterized LOC120038879	1	8	0
gene-LOC120038880	LOC120038880	uncharacterized LOC120038880	1	1	0
gene-LOC120038881	LOC120038881	protein CASP-like	1	1	0
gene-LOC120038885	LOC120038885	vegetative cell wall protein gp1-like	1	1	0
gene-LOC120038931	LOC120038931	glutamate receptor 3-like	1	1	8
gene-LOC120038932	LOC120038932	guanylate cyclase soluble subunit alpha-2-like	1	1	5
gene-LOC120038933	LOC120038933	myb/SANT-like DNA-binding domain-containing protein 4	1	1	0
gene-LOC120038934	LOC120038934	guanylate cyclase soluble subunit alpha-2-like	1	1	6
gene-LOC120038935	LOC120038935	zinc transporter ZIP9-like	1	1	4
gene-LOC120038938	LOC120038938	XK-related protein 6-like	1	1	4
gene-LOC120038939	LOC120038939	pantothenate kinase 3-like	1	1	5
gene-LOC120038940	LOC120038940	lysyl oxidase homolog 3B-like	1	1	5
gene-LOC120038941	LOC120038941	calphotin-like	1	1	0
gene-LOC120038943	LOC120038943	lysyl oxidase homolog 3B-like	1	1	4
gene-LOC120038945	LOC120038945	osteoclast stimulatory transmembrane protein-like	1	1	1
gene-LOC120038947	LOC120038947	interferon beta-like	1	1	3
gene-LOC120038950	LOC120038950	AP-3 complex subunit mu-2-like	1	1	4
gene-LOC120038953	LOC120038953	M-phase inducer phosphatase 2-like	1	1	7
gene-LOC120038954	LOC120038954	protein spire homolog 1-like	1	1	11
gene-LOC120038955	LOC120038955	PH-interacting protein-like	1	1	5
gene-LOC120038972	LOC120038972	dendritic cell-specific transmembrane protein-like	1	1	1
gene-LOC120038973	LOC120038973	melanocortin receptor 5-like	1	1	3
gene-LOC120038975	LOC120038975	uncharacterized LOC120038975	2	2	0
gene-LOC120038975_1			1	1	0
gene-LOC120038976	LOC120038976	uncharacterized LOC120038976	1	1	0
gene-LOC120038977	LOC120038977	5.8S ribosomal RNA	1	1	0
gene-LOC120038978	LOC120038978	18S ribosomal RNA	1	1	0
gene-LOC120038979	LOC120038979	low-density lipoprotein receptor-related protein 6-like	1	1	0
gene-LOC120038980	LOC120038980	MANSC domain-containing protein 1-like	1	1	0
gene-LOC120038983	LOC120038983	ventricular zone-expressed PH domain-containing protein-like	1	1	3
gene-LOC120038984	LOC120038984	extended synaptotagmin-2-B-like	1	1	3
gene-LOC120038985	LOC120038985	receptor-type tyrosine-protein phosphatase N2-like	1	1	1
gene-LOC120038986	LOC120038986	vasoactive intestinal polypeptide receptor 2-like	1	2	6
gene-LOC120038987	LOC120038987	extensin-like	1	1	0
gene-LOC120038991	LOC120038991	uncharacterized LOC120038991	1	1	0
gene-LOC120038992	LOC120038992	synaptotagmin-7-like	1	1	14
gene-LOC120038996	LOC120038996	ligand-dependent corepressor-like	1	1	3
