gene_id	symbol	product	copies_siscowet	in_lean_unmapped	n_go
gene-LOC120036989	LOC120036989	5S ribosomal RNA	1	Y	0
gene-LOC120036990	LOC120036990	hemoglobin subunit alpha-1-like	1	Y	12
gene-LOC120036994_1			1		0
gene-LOC120037004_4			1		0
gene-LOC120037004_5			1		0
gene-LOC120037004_6			1		0
gene-LOC120037004_7			1		0
gene-LOC120037004_8			1		0
gene-LOC120037004_9			1		0
gene-LOC120037007_3			1		0
gene-LOC120037013	LOC120037013	hemoglobin embryonic subunit alpha-like	1	Y	11
gene-LOC120037014	LOC120037014	5.8S ribosomal RNA	1	Y	0
gene-LOC120037019	LOC120037019	5.8S ribosomal RNA	1	Y	0
gene-LOC120037021	LOC120037021	18S ribosomal RNA	1	Y	0
gene-LOC120037027	LOC120037027	KN motif and ankyrin repeat domain-containing protein 2-like	1	Y	8
gene-LOC120037036_1			1		0
gene-LOC120037036_2			1		0
gene-LOC120037036_3			1		0
gene-LOC120037036_4			1		0
gene-LOC120037036_5			1		0
gene-LOC120037036_6			1		0
gene-LOC120037036_7			1		0
gene-LOC120037036_8			1		0
gene-LOC120037037_1			1		0
gene-LOC120037037_2			1		0
gene-LOC120037037_3			1		0
gene-LOC120037037_4			1		0
gene-LOC120037038_1			1		0
gene-LOC120037039_1			1		0
gene-LOC120037039_2			1		0
gene-LOC120037041_1			1		0
gene-LOC120037041_2			1		0
gene-LOC120037041_3			1		0
gene-LOC120037041_4			1		0
gene-LOC120037042_1			1		0
gene-LOC120037042_2			1		0
gene-LOC120037043_1			1		0
gene-LOC120037043_2			1		0
gene-LOC120037043_3			1		0
gene-LOC120037043_4			1		0
gene-LOC120037043_5			1		0
gene-LOC120037044_1			1		0
gene-LOC120037044_2			1		0
gene-LOC120037044_3			1		0
gene-LOC120037044_4			1		0
gene-LOC120037051	LOC120037051	titin-like	1	Y	1
gene-LOC120037053	LOC120037053	dedicator of cytokinesis protein 7-like	1	Y	4
gene-LOC120037067	LOC120037067	5S ribosomal RNA	1	Y	0
gene-LOC120037069_1			1		0
gene-LOC120037083	LOC120037083	glucosidase 2 subunit beta-like	1	Y	4
gene-LOC120037090	LOC120037090	5S ribosomal RNA	1	Y	0
gene-LOC120037100_1			1		0
gene-LOC120037114	LOC120037114	UPF0472 protein C16orf72 homolog	1	Y	0
gene-LOC120037151_5			1		0
gene-LOC120037151_6			1		0
gene-LOC120037151_7			1		0
gene-LOC120037151_8			1		0
gene-LOC120037151_9			1		0
gene-LOC120037156	LOC120037156	calcium/calmodulin-dependent protein kinase type II delta 1 chain-like	1	Y	3
gene-LOC120037172_2			1		0
gene-LOC120037177	LOC120037177	ubiquitin-associated domain-containing protein 2-like	1	Y	1
gene-LOC120037185	LOC120037185	protein rogdi homolog	1	Y	1
gene-LOC120037200	LOC120037200	dynein regulatory complex protein 9-like	1	Y	5
gene-LOC120037201	LOC120037201	DISP complex protein LRCH3-like	1	Y	1
gene-LOC120037209	LOC120037209	U7 small nuclear RNA	1	Y	0
gene-LOC120037210	LOC120037210	U7 small nuclear RNA	1	Y	0
gene-LOC120037218_1			1		0
gene-LOC120037218_2			1		0
gene-LOC120037218_3			1		0
gene-LOC120037220_10			1		0
gene-LOC120037220_11			1		0
gene-LOC120037220_9			1		0
gene-LOC120037234	LOC120037234	mitochondrial dicarboxylate carrier-like	1	Y	14
gene-LOC120037235	LOC120037235	uncharacterized LOC120037235	2	Y	0
gene-LOC120037235_1			1		0
gene-LOC120037236_1			1		0
gene-LOC120037237_2			1		0
gene-LOC120037237_3			1		0
gene-LOC120037243_1			1		0
gene-LOC120037245	LOC120037245	claudin-9-like	1	Y	5
gene-LOC120037248	LOC120037248	serine/threonine-protein kinase 3-like	1	Y	4
gene-LOC120037249	LOC120037249	GTPase IMAP family member 7-like	1	Y	1
gene-LOC120037257	LOC120037257	galactose-specific lectin nattectin-like	1	Y	1
gene-LOC120037267	LOC120037267	CMRF35-like molecule 5	1	Y	0
gene-LOC120037280	LOC120037280	retinitis pigmentosa 1-like 1 protein	1	Y	0
gene-LOC120037286	LOC120037286	dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like	1	Y	3
gene-LOC120037326	LOC120037326	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	1	Y	2
gene-LOC120037454_1			1		0
gene-LOC120037461	LOC120037461	5S ribosomal RNA	1	Y	0
gene-LOC120037507	LOC120037507	regulation of nuclear pre-mRNA domain-containing protein 2-like	1	Y	3
gene-LOC120037508	LOC120037508	threonine--tRNA ligase 1, cytoplasmic-like	1	Y	4
gene-LOC120037511	LOC120037511	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3-like	1	Y	4
gene-LOC120037512	LOC120037512	histone-lysine N-methyltransferase SETDB1-B-like	1	Y	9
gene-LOC120037513	LOC120037513	zinc finger and BTB domain-containing protein 7B-like	1	Y	5
gene-LOC120037516_1			1		0
gene-LOC120037518	LOC120037518	U4/U6 small nuclear ribonucleoprotein Prp3-like	1	Y	2
gene-LOC120037523	LOC120037523	thrombospondin-2-like	1	Y	4
gene-LOC120037532	LOC120037532	uncharacterized LOC120037532	1	Y	0
gene-LOC120037533	LOC120037533	uncharacterized LOC120037533	1	Y	0
gene-LOC120037599	LOC120037599	trichohyalin-like	1	Y	1
gene-LOC120037602	LOC120037602	trichohyalin-like	1	Y	1
gene-LOC120037604	LOC120037604	trichohyalin-like	1	Y	1
gene-LOC120037605_1			1		0
gene-LOC120037607	LOC120037607	histone acetyltransferase p300-like	1	Y	10
gene-LOC120037611	LOC120037611	endonuclease domain-containing 1 protein-like	1	Y	3
gene-LOC120037612	LOC120037612	T-cell ecto-ADP-ribosyltransferase 1-like	2	Y	2
gene-LOC120037612_1			1		0
gene-LOC120037613_1			1		0
gene-LOC120037615_1			1		0
gene-LOC120037617	LOC120037617	chromodomain Y-like protein	1	Y	2
gene-LOC120037622	LOC120037622	calmegin-like	1	Y	6
gene-LOC120037632	LOC120037632	xaa-Pro aminopeptidase 3-like	1	Y	3
gene-LOC120037633_1			1		0
gene-LOC120037648_1			1		0
gene-LOC120037649	LOC120037649	hsc70-interacting protein-like	1	Y	3
gene-LOC120037660	LOC120037660	RING-box protein 1	1	Y	7
gene-LOC120037670	LOC120037670	ran GTPase-activating protein 1-like	1	Y	8
gene-LOC120037674	LOC120037674	microtubule-associated tumor suppressor 1 homolog A-like	1	Y	3
gene-LOC120037676	LOC120037676	fibrinogen-like protein 1	1	Y	4
gene-LOC120037677	LOC120037677	fibrinogen-like protein 1	1	Y	4
gene-LOC120037694_2			1		0
gene-LOC120037695	LOC120037695	zinc finger CCCH domain-containing protein 7B-like	1	Y	4
gene-LOC120037705	LOC120037705	thyrotroph embryonic factor-like	1	Y	4
gene-LOC120037708	LOC120037708	tripartite motif-containing protein 16-like	1	Y	2
gene-LOC120037709	LOC120037709	tripartite motif-containing protein 16-like	1	Y	1
gene-LOC120037712_3			1		0
gene-LOC120037712_4			1		0
gene-LOC120037712_5			1		0
gene-LOC120037713_1			1		0
gene-LOC120037713_2			1		0
gene-LOC120037715	LOC120037715	protein Tob2-like	1	Y	4
gene-LOC120037725	LOC120037725	aconitate hydratase, mitochondrial-like	1	Y	5
gene-LOC120037738	LOC120037738	5S ribosomal RNA	1	Y	0
gene-LOC120037745	LOC120037745	DNA-directed RNA polymerase III subunit RPC8-like	1	Y	5
gene-LOC120037750_5			1		0
gene-LOC120037771	LOC120037771	cold shock domain-containing protein C2-like	1	Y	3
gene-LOC120037776	LOC120037776	G protein-regulated inducer of neurite outgrowth 3-like	1	Y	2
gene-LOC120037777	LOC120037777	protein FAM13A-like	1	Y	1
gene-LOC120037778	LOC120037778	probable E3 ubiquitin-protein ligase HERC3	1	Y	3
gene-LOC120037779_1			1		0
gene-LOC120037780	LOC120037780	probable E3 ubiquitin-protein ligase HERC3	1	Y	4
gene-LOC120037781	LOC120037781	ELMO domain-containing protein 2-like	1	Y	2
gene-LOC120037782_5			1		0
gene-LOC120037782_6			1		0
gene-LOC120037782_7			1		0
gene-LOC120037783	LOC120037783	probable E3 ubiquitin-protein ligase HERC6	1	Y	1
gene-LOC120037784	LOC120037784	probable E3 ubiquitin-protein ligase HERC6	1	Y	3
gene-LOC120037785	LOC120037785	probable E3 ubiquitin-protein ligase HERC3	1	Y	3
gene-LOC120037786	LOC120037786	phosphomannomutase 1-like	1	Y	5
gene-LOC120037787	LOC120037787	ovochymase-2-like	1	Y	2
gene-LOC120037791_1			1		0
gene-LOC120037791_2			1		0
gene-LOC120037791_3			1		0
gene-LOC120037791_4			1		0
gene-LOC120037791_5			1		0
gene-LOC120037797_2			1		0
gene-LOC120037803	LOC120037803	heat-stable enterotoxin receptor-like	1	Y	8
gene-LOC120037812_2			1		0
gene-LOC120037821	LOC120037821	PRKCA-binding protein-like	1	Y	13
gene-LOC120037835	LOC120037835	cdc42 effector protein 1-like	1	Y	0
gene-LOC120037843_2			1		0
gene-LOC120037845	LOC120037845	trinucleotide repeat-containing gene 6B protein-like	1	Y	5
gene-LOC120037848_4			1		0
gene-LOC120037855_1			1		0
gene-LOC120037858	LOC120037858	uncharacterized LOC120037858	1	Y	0
gene-LOC120037868	LOC120037868	casein kinase I	1	Y	7
gene-LOC120037877	LOC120037877	lysophosphatidylcholine acyltransferase 1-like	1	Y	2
gene-LOC120037892	LOC120037892	transmembrane protein 184B-like	1	Y	2
gene-LOC120037900_23			1		0
gene-LOC120037900_24			1		0
gene-LOC120037900_25			1		0
gene-LOC120037900_26			1		0
gene-LOC120037900_27			1		0
gene-LOC120037900_28			1		0
gene-LOC120037900_29			1		0
gene-LOC120037900_30			1		0
gene-LOC120037900_31			1		0
gene-LOC120037909	LOC120037909	26S proteasome non-ATPase regulatory subunit 13-like	1	Y	5
gene-LOC120037911	LOC120037911	D(4) dopamine receptor-like	1	Y	5
gene-LOC120037914	LOC120037914	probable ATP-dependent RNA helicase DDX17	1	Y	7
gene-LOC120037922	LOC120037922	ubinuclein-2-like	1	Y	1
gene-LOC120037932	LOC120037932	DNA-directed RNA polymerases I, II, and III subunit RPABC2	1	Y	7
gene-LOC120037939	LOC120037939	5S ribosomal RNA	1	Y	0
gene-LOC120037940	LOC120037940	5S ribosomal RNA	1	Y	0
gene-LOC120037941	LOC120037941	5S ribosomal RNA	1	Y	0
gene-LOC120037946	LOC120037946	ER lumen protein-retaining receptor 3-like	1	Y	6
gene-LOC120037960	LOC120037960	acidic amino acid decarboxylase GADL1-like	1	Y	4
gene-LOC120037963	LOC120037963	18S ribosomal RNA	1	Y	0
gene-LOC120037965	LOC120037965	coiled-coil domain-containing protein 134-like	1	Y	0
gene-LOC120037982	LOC120037982	uncharacterized LOC120037982	1	Y	1
gene-LOC120037997	LOC120037997	saxiphilin-like	1	Y	1
gene-LOC120038000	LOC120038000	5.8S ribosomal RNA	1	Y	0
gene-LOC120038004	LOC120038004	acidic amino acid decarboxylase GADL1-like	1	Y	4
gene-LOC120038014	LOC120038014	18S ribosomal RNA	1	Y	0
gene-LOC120038016	LOC120038016	TRIO and F-actin-binding protein-like	1	Y	4
gene-LOC120038018_1			1		0
gene-LOC120038018_2			1		0
gene-LOC120038020_1			1		0
gene-LOC120038031	LOC120038031	metalloproteinase inhibitor 2-like	1	Y	7
gene-LOC120038032	LOC120038032	metalloproteinase inhibitor 2-like	2	Y	7
gene-LOC120038032_1			1		0
gene-LOC120038035	LOC120038035	uncharacterized LOC120038035	1	Y	0
gene-LOC120038037	LOC120038037	5.8S ribosomal RNA	1	Y	0
gene-LOC120038047_1			1		0
gene-LOC120038063	LOC120038063	probable global transcription activator SNF2L2	1	Y	5
gene-LOC120038089	LOC120038089	protein FMC1 homolog	1	Y	1
gene-LOC120038105	LOC120038105	activating transcription factor 7-interacting protein 1-like	1	Y	6
gene-LOC120038109	LOC120038109	NACHT, LRR and PYD domains-containing protein 1 homolog	1	Y	1
gene-LOC120038120	LOC120038120	transcription factor 20-like	1	Y	2
gene-LOC120038133	LOC120038133	RNA binding protein fox-1 homolog 2-like	1	Y	5
gene-LOC120038135	LOC120038135	transcription factor E2F7-like	1	Y	4
gene-LOC120038137_1			1		0
gene-LOC120038138	LOC120038138	broad substrate specificity ATP-binding cassette transporter ABCG2-like	1	Y	3
gene-LOC120038185_1			1		0
gene-LOC120038194	LOC120038194	WW domain-binding protein 11-like	1	Y	2
gene-LOC120038195_1			1		0
gene-LOC120038198_1			1		0
gene-LOC120038199	LOC120038199	epsin-3-like	1	Y	6
gene-LOC120038201_1			1		0
gene-LOC120038204_1			1		0
gene-LOC120038204_2			1		0
gene-LOC120038205	LOC120038205	UV excision repair protein RAD23 homolog A-like	1	Y	8
gene-LOC120038206_1			1		0
gene-LOC120038228	LOC120038228	5S ribosomal RNA	1	Y	0
gene-LOC120038272	LOC120038272	ubiquitin-conjugating enzyme E2 J2	1	Y	0
gene-LOC120038273	LOC120038273	RING-H2 finger protein ATL7-like	1	Y	2
gene-LOC120038274	LOC120038274	RING finger protein 224-like	1	Y	2
gene-LOC120038319	LOC120038319	zinc finger protein 420-like	1	Y	3
gene-LOC120038324_2			1		0
gene-LOC120038325_3			1		0
gene-LOC120038329	LOC120038329	extensin-like	1	Y	0
gene-LOC120038353_1			1		0
gene-LOC120038353_2			1		0
gene-LOC120038353_3			1		0
gene-LOC120038355_2			1		0
gene-LOC120038371_1			1		0
gene-LOC120038371_2			1		0
gene-LOC120038388	LOC120038388	5.8S ribosomal RNA	1	Y	0
gene-LOC120038410	LOC120038410	multidrug resistance-associated protein 1-like	1	Y	5
gene-LOC120038411	LOC120038411	uncharacterized LOC120038411	1	Y	0
gene-LOC120038416	LOC120038416	multidrug resistance-associated protein 1-like	1	Y	5
gene-LOC120038428	LOC120038428	girdin-like	1	Y	0
gene-LOC120038431	LOC120038431	5.8S ribosomal RNA	1	Y	0
gene-LOC120038443_2			1		0
gene-LOC120038470	LOC120038470	F-box only protein 7-like	1	Y	3
gene-LOC120038487	LOC120038487	5.8S ribosomal RNA	1	Y	0
gene-LOC120038509	LOC120038509	zinc finger protein Pegasus-like	1	Y	3
gene-LOC120038526	LOC120038526	U2 spliceosomal RNA	1	Y	0
gene-LOC120038535	LOC120038535	U2 spliceosomal RNA	1	Y	0
gene-LOC120038537	LOC120038537	U2 spliceosomal RNA	1	Y	0
gene-LOC120038539	LOC120038539	U2 spliceosomal RNA	1	Y	0
gene-LOC120038540	LOC120038540	U2 spliceosomal RNA	1	Y	0
gene-LOC120038542	LOC120038542	U5 spliceosomal RNA	1	Y	0
gene-LOC120038543	LOC120038543	U5 spliceosomal RNA	1	Y	0
gene-LOC120038544	LOC120038544	U5 spliceosomal RNA	1	Y	0
gene-LOC120038545	LOC120038545	U5 spliceosomal RNA	1	Y	0
gene-LOC120038546	LOC120038546	U5 spliceosomal RNA	1	Y	0
gene-LOC120038547	LOC120038547	U5 spliceosomal RNA	1	Y	0
gene-LOC120038548	LOC120038548	U2 spliceosomal RNA	1	Y	0
gene-LOC120038549	LOC120038549	U5 spliceosomal RNA	1	Y	0
gene-LOC120038550	LOC120038550	U5 spliceosomal RNA	1	Y	0
gene-LOC120038552	LOC120038552	U5 spliceosomal RNA	1	Y	0
gene-LOC120038554	LOC120038554	U5 spliceosomal RNA	1	Y	0
gene-LOC120038557	LOC120038557	U5 spliceosomal RNA	1	Y	0
gene-LOC120038560	LOC120038560	U2 spliceosomal RNA	1	Y	0
gene-LOC120038563	LOC120038563	U5 spliceosomal RNA	1	Y	0
gene-LOC120038564	LOC120038564	U2 spliceosomal RNA	1	Y	0
gene-LOC120038565	LOC120038565	rho GTPase-activating protein 44-like	1	Y	15
gene-LOC120038574	LOC120038574	microfibril-associated glycoprotein 4-like	1	Y	3
gene-LOC120038575	LOC120038575	uncharacterized LOC120038575	1	Y	0
gene-LOC120038590	LOC120038590	annexin A5-like	1	Y	4
gene-LOC120038594	LOC120038594	ETS domain-containing transcription factor ERF-like	1	Y	0
gene-LOC120038631	LOC120038631	5.8S ribosomal RNA	1	Y	0
gene-LOC120038633	LOC120038633	18S ribosomal RNA	1	Y	0
gene-LOC120038652	LOC120038652	twinfilin-1-like	1	Y	10
gene-LOC120038683	LOC120038683	5.8S ribosomal RNA	1	Y	0
gene-LOC120038716	LOC120038716	LHFPL tetraspan subfamily member 4 protein-like	1	Y	6
gene-LOC120038717_1			1		0
gene-LOC120038724	LOC120038724	18S ribosomal RNA	1	Y	0
gene-LOC120038726	LOC120038726	F-box/LRR-repeat protein 18-like	1	Y	3
gene-LOC120038728	LOC120038728	iroquois-class homeodomain protein IRX-6-like	1	Y	6
gene-LOC120038750	LOC120038750	adhesive plaque matrix protein-like	1	Y	0
gene-LOC120038770	LOC120038770	variant surface antigen E-like	1	Y	0
gene-LOC120038785_10			1		0
gene-LOC120038785_11			1		0
gene-LOC120038785_12			1		0
gene-LOC120038785_13			1		0
gene-LOC120038785_14			1		0
gene-LOC120038785_15			1		0
gene-LOC120038785_16			1		0
gene-LOC120038785_17			1		0
gene-LOC120038785_18			1		0
gene-LOC120038785_19			1		0
gene-LOC120038785_2			1		0
gene-LOC120038785_20			1		0
gene-LOC120038785_21			1		0
gene-LOC120038785_22			1		0
gene-LOC120038785_23			1		0
gene-LOC120038785_24			1		0
gene-LOC120038785_25			1		0
gene-LOC120038785_26			1		0
gene-LOC120038785_27			1		0
gene-LOC120038785_28			1		0
gene-LOC120038785_29			1		0
gene-LOC120038785_3			1		0
gene-LOC120038785_30			1		0
gene-LOC120038785_31			1		0
gene-LOC120038785_32			1		0
gene-LOC120038785_33			1		0
gene-LOC120038785_34			1		0
gene-LOC120038785_4			1		0
gene-LOC120038785_5			1		0
gene-LOC120038785_6			1		0
gene-LOC120038785_7			1		0
gene-LOC120038785_8			1		0
gene-LOC120038785_9			1		0
gene-LOC120038788_1			1		0
gene-LOC120038788_10			1		0
gene-LOC120038788_11			1		0
gene-LOC120038788_2			1		0
gene-LOC120038788_3			1		0
gene-LOC120038788_4			1		0
gene-LOC120038788_5			1		0
gene-LOC120038788_6			1		0
gene-LOC120038788_7			1		0
gene-LOC120038788_8			1		0
gene-LOC120038788_9			1		0
gene-LOC120038793_1			1		0
gene-LOC120038793_2			1		0
gene-LOC120038793_3			1		0
gene-LOC120038793_4			1		0
gene-LOC120038794_1			1		0
gene-LOC120038794_2			1		0
gene-LOC120038794_3			1		0
gene-LOC120038794_4			1		0
gene-LOC120038795_1			1		0
gene-LOC120038795_2			1		0
gene-LOC120038795_3			1		0
gene-LOC120038796_1			1		0
gene-LOC120038796_2			1		0
gene-LOC120038825_5			1		0
gene-LOC120038825_6			1		0
gene-LOC120038825_7			1		0
gene-LOC120038825_8			1		0
gene-LOC120038825_9			1		0
gene-LOC120038844	LOC120038844	zinc finger protein 436-like	1	Y	0
gene-LOC120038870	LOC120038870	GTP-binding protein Rhes-like	3	Y	2
gene-LOC120038870_1			1		0
gene-LOC120038870_2			1		0
gene-LOC120038879_1			1		0
gene-LOC120038879_2			1		0
gene-LOC120038879_3			1		0
gene-LOC120038879_4			1		0
gene-LOC120038879_5			1		0
gene-LOC120038879_6			1		0
gene-LOC120038879_7			1		0
gene-LOC120038937	LOC120038937	tetra-peptide repeat homeobox protein 1-like	1	Y	0
gene-LOC120038949	LOC120038949	interferon a3-like	1	Y	3
gene-LOC120038951	LOC120038951	GTP-binding protein GEM-like	1	Y	5
gene-LOC120038952	LOC120038952	cadherin-17-like	1	Y	11
gene-LOC120038986_1			1		0
gene-LOC120038989	LOC120038989	troponin I, fast skeletal muscle-like	1	Y	2
gene-LOC120038990	LOC120038990	troponin I, fast skeletal muscle-like	1	Y	2
gene-LOC120038993	LOC120038993	ankyrin repeat domain-containing protein 2-like	1	Y	0
gene-LOC120039002	LOC120039002	neuromedin-K receptor-like	1	Y	5
gene-LOC120039032_10			1		0
gene-LOC120039032_11			1		0
gene-LOC120039032_12			1		0
gene-LOC120039032_7			1		0
gene-LOC120039032_8			1		0
gene-LOC120039032_9			1		0
gene-LOC120039049_1			1		0
gene-LOC120039050	LOC120039050	ras-related protein Rab-8B	1	Y	12
gene-LOC120039062	LOC120039062	beta-2 adrenergic receptor-like	1	Y	6
gene-LOC120039068_1			1		0
gene-LOC120039080_4			1		0
gene-LOC120039080_5			1		0
gene-LOC120039080_6			1		0
gene-LOC120039101	LOC120039101	ORC ubiquitin ligase 1-like	1	Y	3
gene-LOC120039109	LOC120039109	myelin-associated glycoprotein-like	1	Y	0
gene-LOC120039113	LOC120039113	myelin-associated glycoprotein-like	1	Y	0
gene-LOC120039129	LOC120039129	18S ribosomal RNA	1	Y	0
gene-LOC120039156_1			1		0
gene-LOC120039158_1			1		0
gene-LOC120039158_2			1		0
gene-LOC120039158_3			1		0
gene-LOC120039158_4			1		0
gene-LOC120039169	LOC120039169	18S ribosomal RNA	1	Y	0
gene-LOC120039181_2			1		0
gene-LOC120039181_3			1		0
gene-LOC120039181_4			1		0
gene-LOC120039181_5			1		0
gene-LOC120039181_6			1		0
gene-LOC120039200	LOC120039200	UBA-like domain-containing protein 2	1	Y	1
gene-LOC120039201_3			1		0
gene-LOC120039201_4			1		0
gene-LOC120039207	LOC120039207	NTPase KAP family P-loop domain-containing protein 1-like	1	Y	0
gene-LOC120039212	LOC120039212	zinc finger protein 239-like	1	Y	0
gene-LOC120039219_1			1		0
gene-LOC120039219_2			1		0
gene-LOC120039225	LOC120039225	transport and Golgi organization protein 1 homolog	1	Y	6
gene-LOC120039232_1			1		0
gene-LOC120039233_2			1		0
gene-LOC120039233_3			1		0
gene-LOC120039235_1			1		0
gene-LOC120039235_2			1		0
gene-LOC120039236	LOC120039236	bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-like	1	Y	5
gene-LOC120039238	LOC120039238	5S ribosomal RNA	1	Y	0
gene-LOC120039244	LOC120039244	5S ribosomal RNA	1	Y	0
gene-LOC120039250	LOC120039250	serine/arginine-rich splicing factor 2-like	1	Y	1
gene-LOC120039264	LOC120039264	5S ribosomal RNA	1	Y	0
gene-LOC120039292	LOC120039292	methyltransferase-like protein 23	1	Y	2
gene-LOC120039293	LOC120039293	KH homology domain-containing protein 4-like	1	Y	2
gene-LOC120039298_1			1		0
gene-LOC120039311_10			1		0
gene-LOC120039311_11			1		0
gene-LOC120039311_9			1		0
gene-LOC120039324	LOC120039324	5S ribosomal RNA	1	Y	0
gene-LOC120039352	LOC120039352	18S ribosomal RNA	1	Y	0
gene-LOC120039358	LOC120039358	metalloproteinase inhibitor 2-like	1	Y	7
gene-LOC120039397	LOC120039397	cerebellar degeneration-related protein 2-like	1	Y	0
gene-LOC120039399	LOC120039399	L-rhamnose-binding lectin CSL2	1	Y	1
gene-LOC120039405	LOC120039405	5S ribosomal RNA	1	Y	0
gene-LOC120039411	LOC120039411	rho GDP-dissociation inhibitor 1-like	1	Y	6
gene-LOC120039431	LOC120039431	18S ribosomal RNA	1	Y	0
gene-LOC120039445_1			1		0
gene-LOC120039445_2			1		0
gene-LOC120039445_3			1		0
gene-LOC120039445_4			1		0
gene-LOC120039445_5			1		0
gene-LOC120039454	LOC120039454	mapk-regulated corepressor-interacting protein 1-like	1	Y	0
gene-LOC120039465	LOC120039465	endonuclease domain-containing 1 protein-like	1	Y	3
gene-LOC120039472	LOC120039472	platelet endothelial cell adhesion molecule-like	1	Y	3
gene-LOC120039478	LOC120039478	DCN1-like protein 2	1	Y	6
gene-LOC120039490	LOC120039490	long-chain specific acyl-CoA dehydrogenase, mitochondrial-like	1	Y	7
gene-LOC120039491	LOC120039491	microtubule-associated protein tau-like	1	Y	4
gene-LOC120039497	LOC120039497	chromobox protein homolog 2-like	1	Y	4
gene-LOC120039502	LOC120039502	aryl hydrocarbon receptor nuclear translocator-like	1	Y	8
gene-LOC120039503	LOC120039503	monocyte to macrophage differentiation factor-like	1	Y	2
gene-LOC120039509	LOC120039509	5.8S ribosomal RNA	1	Y	0
gene-LOC120039512	LOC120039512	18S ribosomal RNA	1	Y	0
