gene_id	symbol	product	copies_lean	in_siscowet_unmapped	n_go
gene-LOC120040658_7			1		0
gene-LOC120040658_8			1		0
gene-LOC120040658_9			1		0
gene-LOC120040675	LOC120040675	proline-rich extensin-like protein EPR1	1	Y	0
gene-LOC120040709	LOC120040709	U2 spliceosomal RNA	1	Y	0
gene-LOC120040710	LOC120040710	U2 spliceosomal RNA	1	Y	0
gene-LOC120040714	LOC120040714	U5 spliceosomal RNA	1	Y	0
gene-LOC120040715	LOC120040715	U5 spliceosomal RNA	1	Y	0
gene-LOC120040716	LOC120040716	U5 spliceosomal RNA	1	Y	0
gene-LOC120040717	LOC120040717	U5 spliceosomal RNA	1	Y	0
gene-LOC120040718	LOC120040718	U5 spliceosomal RNA	1	Y	0
gene-LOC120040721	LOC120040721	U2 spliceosomal RNA	1	Y	0
gene-LOC120040723	LOC120040723	U5 spliceosomal RNA	1	Y	0
gene-LOC120040725	LOC120040725	U2 spliceosomal RNA	1	Y	0
gene-LOC120040773	LOC120040773	5S ribosomal RNA	1	Y	0
gene-LOC120040783	LOC120040783	5S ribosomal RNA	1	Y	0
gene-LOC120040791	LOC120040791	U5 spliceosomal RNA	1	Y	0
gene-LOC120040797	LOC120040797	U2 spliceosomal RNA	1	Y	0
gene-LOC120040798	LOC120040798	U5 spliceosomal RNA	1	Y	0
gene-LOC120040805_4			1		0
gene-LOC120040805_5			1		0
gene-LOC120040806_23			1		0
gene-LOC120040806_24			1		0
gene-LOC120040806_25			1		0
gene-LOC120040806_26			1		0
gene-LOC120040806_27			1		0
gene-LOC120040871	LOC120040871	5S ribosomal RNA	3	Y	0
gene-LOC120040871_1			1		0
gene-LOC120040871_2			1		0
gene-LOC120040874	LOC120040874	AP-5 complex subunit zeta-1-like	1	Y	1
gene-LOC120040877	LOC120040877	5.8S ribosomal RNA	1	Y	0
gene-LOC120040902_1			1		0
gene-LOC120040902_2			1		0
gene-LOC120040908	LOC120040908	5S ribosomal RNA	1	Y	0
gene-LOC120040913_1			1		0
gene-LOC120040913_10			1		0
gene-LOC120040913_11			1		0
gene-LOC120040913_12			1		0
gene-LOC120040913_13			1		0
gene-LOC120040913_2			1		0
gene-LOC120040913_3			1		0
gene-LOC120040913_4			1		0
gene-LOC120040913_5			1		0
gene-LOC120040913_6			1		0
gene-LOC120040913_7			1		0
gene-LOC120040913_8			1		0
gene-LOC120040913_9			1		0
gene-LOC120040915_1			1		0
gene-LOC120040961	LOC120040961	zinc finger protein 609-like	1	Y	2
gene-LOC120040973	LOC120040973	hexosaminidase D-like	1	Y	2
gene-LOC120040983	LOC120040983	type II inositol 3,4-bisphosphate 4-phosphatase-like	1	Y	2
gene-LOC120040992	LOC120040992	transcription factor E4F1-like	1	Y	0
gene-LOC120041002	LOC120041002	sodium/myo-inositol cotransporter 2-like	1	Y	3
gene-LOC120041011	LOC120041011	rho GTPase-activating protein 17-like	1	Y	9
gene-LOC120041034	LOC120041034	transmembrane protein 196-like	1	Y	0
gene-LOC120041060	LOC120041060	5S ribosomal RNA	1	Y	0
gene-LOC120041103	LOC120041103	cylicin-2-like	1	Y	0
gene-LOC120041104	LOC120041104	inositol 1,4,5-trisphosphate receptor-interacting protein-like 2	1	Y	0
gene-LOC120041167	LOC120041167	methionine-R-sulfoxide reductase B1-A-like	1	Y	1
gene-LOC120041191_1			1		0
gene-LOC120041291	LOC120041291	DCN1-like protein 2	1	Y	6
gene-LOC120041299	LOC120041299	protein ADP-ribosylarginine hydrolase-like protein 1	1	Y	3
gene-LOC120041320_1			1		0
gene-LOC120041324	LOC120041324	transcription factor AP-4-like	1	Y	5
gene-LOC120041345	LOC120041345	piggyBac transposable element-derived protein 4-like	1	Y	0
gene-LOC120041346	LOC120041346	zinc finger protein 883-like	1	Y	3
gene-LOC120041347	LOC120041347	gastrula zinc finger protein XlCGF26.1-like	1	Y	4
gene-LOC120041356_2			1		0
gene-LOC120041363_1			1		0
gene-LOC120041392	LOC120041392	glycogen synthase kinase-3 beta-like	1	Y	12
gene-LOC120041393	LOC120041393	ETS domain-containing transcription factor ERF-like	1	Y	3
gene-LOC120041396	LOC120041396	zinc finger protein 574-like	1	Y	4
gene-LOC120041410_1			1		0
gene-LOC120041410_2			1		0
gene-LOC120041413_1			1		0
gene-LOC120041413_2			1		0
gene-LOC120041413_3			1		0
gene-LOC120041413_4			1		0
gene-LOC120041415	LOC120041415	plexin-A4-like	1	Y	8
gene-LOC120041417_1			1		0
gene-LOC120041425	LOC120041425	tripartite motif-containing protein 16-like protein	1	Y	2
gene-LOC120041443	LOC120041443	mucin-17-like	1	Y	0
gene-LOC120041450	LOC120041450	twinfilin-1-like	1	Y	10
gene-LOC120041455	LOC120041455	uncharacterized LOC120041455	1	Y	0
gene-LOC120041464	LOC120041464	suppressor of cytokine signaling 3-like	1	Y	4
gene-LOC120041598	LOC120041598	zinc finger protein 665-like	1	Y	4
gene-LOC120041602	LOC120041602	ERI1 exoribonuclease 2-like	1	Y	4
gene-LOC120041615	LOC120041615	uncharacterized LOC120041615	1	Y	0
gene-LOC120041637	LOC120041637	voltage-dependent T-type calcium channel subunit alpha-1I-like	1	Y	12
gene-LOC120041644	LOC120041644	enoyl-CoA delta isomerase 1, mitochondrial-like	1	Y	3
gene-LOC120041647	LOC120041647	pentraxin-4-like	1	Y	0
gene-LOC120041648	LOC120041648	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	1	Y	1
gene-LOC120041666_1			1		0
gene-LOC120041666_2			1		0
gene-LOC120041666_3			1		0
gene-LOC120041684_1			1		0
gene-LOC120041686	LOC120041686	trichohyalin-like	1	Y	0
gene-LOC120041723	LOC120041723	transport and Golgi organization protein 1 homolog	1	Y	5
gene-LOC120041729	LOC120041729	extensin-like	1	Y	0
gene-LOC120041731	LOC120041731	extensin-like	1	Y	0
gene-LOC120041732_1			1		0
gene-LOC120041763	LOC120041763	zinc finger protein 883-like	1	Y	1
gene-LOC120041815_1			1		0
gene-LOC120041835_1			1		0
gene-LOC120041848	LOC120041848	medium-chain acyl-CoA ligase ACSF2, mitochondrial-like	1	Y	2
gene-LOC120041860	LOC120041860	protein mono-ADP-ribosyltransferase PARP11-like	1	Y	1
gene-LOC120041861	LOC120041861	sodium- and chloride-dependent GABA transporter 2-like	1	Y	2
gene-LOC120041863	LOC120041863	sodium- and chloride-dependent GABA transporter 1-like	1	Y	2
gene-LOC120041875_10			1		0
gene-LOC120041875_11			1		0
gene-LOC120041875_12			1		0
gene-LOC120041875_7			1		0
gene-LOC120041875_8			1		0
gene-LOC120041875_9			1		0
gene-LOC120041893	LOC120041893	zinc finger protein 260-like	1	Y	3
gene-LOC120041927	LOC120041927	5S ribosomal RNA	1	Y	0
gene-LOC120041932	LOC120041932	5S ribosomal RNA	1	Y	0
gene-LOC120041949	LOC120041949	E3 ubiquitin-protein ligase MARCHF3-like	1	Y	3
gene-LOC120041951	LOC120041951	lamin-L(III)-like	1	Y	0
gene-LOC120041953	LOC120041953	uncharacterized LOC120041953	1	Y	0
gene-LOC120041968_1			1		0
gene-LOC120041975_1			1		0
gene-LOC120041978	LOC120041978	beta-crystallin B2-like	1	Y	3
gene-LOC120042035	LOC120042035	5-azacytidine-induced protein 2-like	1	Y	2
gene-LOC120042050	LOC120042050	small nucleolar RNA SNORD41	1	Y	0
gene-LOC120042051	LOC120042051	small nucleolar RNA SNORD41	1	Y	0
gene-LOC120042053	LOC120042053	small nucleolar RNA SNORD41	1	Y	0
gene-LOC120042054	LOC120042054	small nucleolar RNA SNORD41	1	Y	0
gene-LOC120042075	LOC120042075	5S ribosomal RNA	1	Y	0
gene-LOC120042079_2			1		0
gene-LOC120042083	LOC120042083	5S ribosomal RNA	1	Y	0
gene-LOC120042086_2			1		0
gene-LOC120042087_10			1		0
gene-LOC120042087_11			1		0
gene-LOC120042087_12			1		0
gene-LOC120042087_13			1		0
gene-LOC120042087_14			1		0
gene-LOC120042087_5			1		0
gene-LOC120042087_6			1		0
gene-LOC120042087_7			1		0
gene-LOC120042087_8			1		0
gene-LOC120042087_9			1		0
gene-LOC120042110	LOC120042110	uncharacterized LOC120042110	1	Y	0
gene-LOC120042117_2			1		0
gene-LOC120042117_3			1		0
gene-LOC120042124	LOC120042124	cytochrome P450 3A27-like	1	Y	4
gene-LOC120042131	LOC120042131	cytochrome P450 3A27	1	Y	4
gene-LOC120042155_2			1		0
gene-LOC120042163_1			1		0
gene-LOC120042165	LOC120042165	stonustoxin subunit beta-like	1	Y	1
gene-LOC120042174	LOC120042174	kelch-like protein 23	1	Y	1
gene-LOC120042195	LOC120042195	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2-like	1	Y	2
gene-LOC120042222_2			1		0
gene-LOC120042222_3			1		0
gene-LOC120042222_4			1		0
gene-LOC120042222_5			1		0
gene-LOC120042238	LOC120042238	receptor-transporting protein 3-like	1	Y	3
gene-LOC120042240	LOC120042240	receptor-transporting protein 3-like	1	Y	3
gene-LOC120042319_38			1		0
gene-LOC120042319_39			1		0
gene-LOC120042319_40			1		0
gene-LOC120042319_41			1		0
gene-LOC120042319_42			1		0
gene-LOC120042319_43			1		0
gene-LOC120042338	LOC120042338	angiotensin-converting enzyme 2-like	1	Y	5
gene-LOC120042350	LOC120042350	solute carrier family 43 member 3-like	1	Y	2
gene-LOC120042352	LOC120042352	chitobiosyldiphosphodolichol beta-mannosyltransferase-like	1	Y	3
gene-LOC120042366	LOC120042366	uncharacterized LOC120042366	1	Y	0
gene-LOC120042369	LOC120042369	glucagon receptor-like	1	Y	6
gene-LOC120042371_1			1		0
gene-LOC120042371_2			1		0
gene-LOC120042401	LOC120042401	dynein regulatory complex protein 9-like	1	Y	5
gene-LOC120042434	LOC120042434	transcription factor E2F7-like	1	Y	4
gene-LOC120042436_48			1		0
gene-LOC120042473	LOC120042473	zinc finger protein 658B-like	1	Y	3
gene-LOC120042475	LOC120042475	zinc finger protein 436-like	1	Y	0
gene-LOC120042479	LOC120042479	serine/threonine-protein kinase SMG1-like	1	Y	5
gene-LOC120042486	LOC120042486	zinc finger protein 239-like	1	Y	1
gene-LOC120042488	LOC120042488	gastrula zinc finger protein XlCGF7.1-like	1	Y	0
gene-LOC120042540_1			1		0
gene-LOC120042545	LOC120042545	uncharacterized LOC120042545	1	Y	0
gene-LOC120042553	LOC120042553	eukaryotic translation initiation factor 2 subunit 1-like	1	Y	7
gene-LOC120042555_2			1		0
gene-LOC120042569	LOC120042569	trichohyalin-like	1	Y	1
gene-LOC120042576_1			1		0
gene-LOC120042594	LOC120042594	general transcription factor IIF subunit 2-like	1	Y	3
gene-LOC120042605	LOC120042605	5.8S ribosomal RNA	1	Y	0
gene-LOC120042608	LOC120042608	5.8S ribosomal RNA	1	Y	0
gene-LOC120042628	LOC120042628	alpha-2-macroglobulin receptor-associated protein-like	1	Y	14
gene-LOC120042646	LOC120042646	tetraspanin-7-like	1	Y	1
gene-LOC120042662	LOC120042662	5S ribosomal RNA	1	Y	0
gene-LOC120042668_1			1		0
gene-LOC120042668_2			1		0
gene-LOC120042668_3			1		0
gene-LOC120042668_4			1		0
gene-LOC120042668_5			1		0
gene-LOC120042685	LOC120042685	5S ribosomal RNA	1	Y	0
gene-LOC120042691	LOC120042691	protein transport protein Sec16A-like	1	Y	0
gene-LOC120042700	LOC120042700	protein kinase C and casein kinase substrate in neurons protein 3-like	1	Y	8
gene-LOC120042701	LOC120042701	uncharacterized LOC120042701	1	Y	0
gene-LOC120042702	LOC120042702	small nucleolar RNA SNORD88	1	Y	0
gene-LOC120042703	LOC120042703	small nucleolar RNA SNORD88	1	Y	0
gene-LOC120042704	LOC120042704	small nucleolar RNA SNORD88	1	Y	0
gene-LOC120042734	LOC120042734	proto-oncogene c-Rel-like	1	Y	10
gene-LOC120042735	LOC120042735	peroxisomal membrane protein PEX13-like	1	Y	5
gene-LOC120042736	LOC120042736	uncharacterized protein KIAA1841-like	1	Y	0
gene-LOC120042740_2			1		0
gene-LOC120042740_3			1		0
gene-LOC120042740_4			1		0
gene-LOC120042740_5			1		0
gene-LOC120042740_6			1		0
gene-LOC120042742_2			1		0
gene-LOC120042747	LOC120042747	runt-related transcription factor 1-like	1	Y	8
gene-LOC120042770	LOC120042770	E3 ubiquitin-protein ligase RBBP6-like	1	Y	7
gene-LOC120042771_1			1		0
gene-LOC120042773	LOC120042773	protein kinase C beta type-like	1	Y	3
gene-LOC120042779	LOC120042779	retinoid-inducible serine carboxypeptidase-like	1	Y	2
gene-LOC120042780	LOC120042780	rab11 family-interacting protein 4A-like	1	Y	7
gene-LOC120042781	LOC120042781	casein kinase I	1	Y	13
gene-LOC120042791	LOC120042791	COP9 signalosome complex subunit 1-like	1	Y	1
gene-LOC120042792	LOC120042792	uncharacterized LOC120042792	1	Y	0
gene-LOC120042799	LOC120042799	piggyBac transposable element-derived protein 4-like	1	Y	0
gene-LOC120042861	LOC120042861	ataxin-1-like	1	Y	5
gene-LOC120042862	LOC120042862	fatty acid-binding protein, adipocyte-like	1	Y	4
gene-LOC120042877	LOC120042877	5S ribosomal RNA	1	Y	0
gene-LOC120042891_1			1		0
gene-LOC120042899	LOC120042899	DISP complex protein LRCH3-like	1	Y	1
gene-LOC120042903_1			1		0
gene-LOC120042906_1			1		0
gene-LOC120042906_2			1		0
gene-LOC120042907_1			1		0
gene-LOC120042907_2			1		0
gene-LOC120042933	LOC120042933	tumor protein p53-inducible protein 11-like	1	Y	0
gene-LOC120042936	LOC120042936	5S ribosomal RNA	1	Y	0
gene-LOC120042937	LOC120042937	5S ribosomal RNA	1	Y	0
gene-LOC120042938	LOC120042938	5S ribosomal RNA	1	Y	0
gene-LOC120042939	LOC120042939	5S ribosomal RNA	1	Y	0
gene-LOC120042945	LOC120042945	5S ribosomal RNA	1	Y	0
gene-LOC120042947	LOC120042947	5S ribosomal RNA	1	Y	0
gene-LOC120042950	LOC120042950	5S ribosomal RNA	1	Y	0
gene-LOC120042955	LOC120042955	5S ribosomal RNA	1	Y	0
gene-LOC120042957	LOC120042957	5S ribosomal RNA	1	Y	0
gene-LOC120042961	LOC120042961	5S ribosomal RNA	1	Y	0
gene-LOC120042963_1			1		0
gene-LOC120042963_2			1		0
gene-LOC120042963_3			1		0
gene-LOC120042975	LOC120042975	U6 spliceosomal RNA	1	Y	0
gene-LOC120042977	LOC120042977	U6 spliceosomal RNA	1	Y	0
gene-LOC120042988	LOC120042988	protein NEL-like	1	Y	2
gene-LOC120042993	LOC120042993	cytohesin-1-like	1	Y	2
gene-LOC120043003	LOC120043003	uncharacterized LOC120043003	1	Y	0
gene-LOC120043024_1			1		0
gene-LOC120043027_2			1		0
gene-LOC120043071	LOC120043071	gastrula zinc finger protein XlCGF17.1-like	1	Y	3
gene-LOC120043074	LOC120043074	stromal membrane-associated protein 2-like	1	Y	2
gene-LOC120043088	LOC120043088	probable N-acetyltransferase 16	1	Y	1
gene-LOC120043099	LOC120043099	rhotekin-like	1	Y	4
gene-LOC120043100_1			1		0
gene-LOC120043101_1			1		0
gene-LOC120043101_2			1		0
gene-LOC120043101_3			1		0
gene-LOC120043101_4			1		0
gene-LOC120043108	LOC120043108	polysialoglycoprotein-like	1	Y	2
gene-LOC120043109	LOC120043109	polysialoglycoprotein-like	1	Y	2
gene-LOC120043110	LOC120043110	polysialoglycoprotein	1	Y	2
gene-LOC120043117	LOC120043117	protein asteroid homolog 1-like	1	Y	0
gene-LOC120043129_10			1		0
gene-LOC120043129_11			1		0
gene-LOC120043129_12			1		0
gene-LOC120043129_13			1		0
gene-LOC120043129_6			1		0
gene-LOC120043129_7			1		0
gene-LOC120043129_8			1		0
gene-LOC120043129_9			1		0
gene-LOC120043149	LOC120043149	5S ribosomal RNA	1	Y	0
gene-LOC120043155	LOC120043155	5S ribosomal RNA	1	Y	0
gene-LOC120043156	LOC120043156	5S ribosomal RNA	1	Y	0
gene-LOC120043159	LOC120043159	5S ribosomal RNA	1	Y	0
gene-LOC120043161	LOC120043161	5S ribosomal RNA	1	Y	0
gene-LOC120043162	LOC120043162	5S ribosomal RNA	1	Y	0
gene-LOC120043164_1			1		0
gene-LOC120043164_2			1		0
gene-LOC120043164_3			1		0
gene-LOC120043164_4			1		0
gene-LOC120043164_5			1		0
gene-LOC120043164_6			1		0
gene-LOC120043164_7			1		0
gene-LOC120043165_1			1		0
gene-LOC120043165_2			1		0
gene-LOC120043167	LOC120043167	5S ribosomal RNA	1	Y	0
gene-LOC120043169_1			1		0
gene-LOC120043169_2			1		0
gene-LOC120043169_3			1		0
gene-LOC120043169_4			1		0
gene-LOC120043169_5			1		0
gene-LOC120043169_6			1		0
gene-LOC120043169_7			1		0
gene-LOC120043170	LOC120043170	5S ribosomal RNA	1	Y	0
gene-LOC120043176	LOC120043176	U1 spliceosomal RNA	1	Y	0
gene-LOC120043201_3			1		0
gene-LOC120043201_4			1		0
gene-LOC120043201_5			1		0
gene-LOC120043201_6			1		0
gene-LOC120043201_7			1		0
gene-LOC120043201_8			1		0
gene-LOC120043201_9			1		0
gene-LOC120043202_1			1		0
gene-LOC120043203_1			1		0
gene-LOC120043203_2			1		0
gene-LOC120043214_1			1		0
gene-LOC120043218	LOC120043218	zinc finger protein 585B-like	1	Y	7
gene-LOC120043235_1			1		0
gene-LOC120043235_2			1		0
gene-LOC120043235_3			1		0
gene-LOC120043236	LOC120043236	5S ribosomal RNA	1	Y	0
gene-LOC120043238	LOC120043238	5S ribosomal RNA	1	Y	0
gene-LOC120043239	LOC120043239	5S ribosomal RNA	1	Y	0
gene-LOC120043241	LOC120043241	5S ribosomal RNA	1	Y	0
gene-LOC120043242	LOC120043242	5S ribosomal RNA	1	Y	0
gene-LOC120043244	LOC120043244	5S ribosomal RNA	1	Y	0
gene-LOC120043246_1			1		0
gene-LOC120043249	LOC120043249	5S ribosomal RNA	1	Y	0
gene-LOC120043269	LOC120043269	5S ribosomal RNA	1	Y	0
gene-LOC120043283	LOC120043283	protein Wnt-5b	1	Y	8
gene-LOC120043287	LOC120043287	trichohyalin-like	1	Y	0
gene-LOC120043342	LOC120043342	chorion transcription factor Cf2-like	1	Y	4
gene-LOC120043350	LOC120043350	uncharacterized LOC120043350	1	Y	0
gene-LOC120043368	LOC120043368	5S ribosomal RNA	1	Y	0
gene-LOC120043374	LOC120043374	5S ribosomal RNA	1	Y	0
gene-LOC120043375	LOC120043375	5S ribosomal RNA	1	Y	0
gene-LOC120043378_1			1		0
gene-LOC120043391	LOC120043391	5S ribosomal RNA	1	Y	0
gene-LOC120043413	LOC120043413	carboxypeptidase Z-like	1	Y	3
gene-LOC120043418	LOC120043418	histone H3.v1-like	1	Y	0
gene-LOC120043422	LOC120043422	4-hydroxyphenylpyruvate dioxygenase-like protein	1	Y	2
gene-LOC120043427	LOC120043427	collagen alpha-1(IX) chain-like	1	Y	0
gene-LOC120043430	LOC120043430	mRNA-decapping enzyme 1B-like	1	Y	6
gene-LOC120043459_2			1		0
gene-LOC120043461	LOC120043461	glutamate receptor ionotropic, kainate 5-like	1	Y	9
gene-LOC120043465	LOC120043465	lysophospholipid acyltransferase 1-like	1	Y	3
gene-LOC120043471	LOC120043471	LIM and senescent cell antigen-like-containing domain protein 1	1	Y	7
gene-LOC120043503_1			1		0
gene-LOC120043503_2			1		0
gene-LOC120043507	LOC120043507	5S ribosomal RNA	1	Y	0
gene-LOC120043513	LOC120043513	5S ribosomal RNA	1	Y	0
gene-LOC120043524	LOC120043524	5S ribosomal RNA	1	Y	0
gene-LOC120043535	LOC120043535	5S ribosomal RNA	1	Y	0
gene-LOC120043564	LOC120043564	collagen alpha-2(I) chain-like	1	Y	1
gene-LOC120043575_5			1		0
gene-LOC120043575_6			1		0
gene-LOC120043575_7			1		0
gene-LOC120043608	LOC120043608	kinesin-like protein KIFC3	1	Y	0
gene-LOC120043610	LOC120043610	uncharacterized LOC120043610	1	Y	0
gene-LOC120043611	LOC120043611	uncharacterized LOC120043611	1	Y	0
gene-LOC120043614	LOC120043614	zinc finger protein 239-like	1	Y	1
gene-LOC120043617_1			1		0
gene-LOC120043622_1			1		0
gene-LOC120043633	LOC120043633	Krueppel-like factor 13	1	Y	3
gene-LOC120043638	LOC120043638	dynein regulatory complex protein 9-like	1	Y	5
gene-LOC120043641	LOC120043641	transport and Golgi organization protein 1 homolog	1	Y	5
gene-LOC120043642	LOC120043642	uncharacterized LOC120043642	1	Y	0
gene-LOC120043643	LOC120043643	uncharacterized LOC120043643	1	Y	0
gene-LOC120043662	LOC120043662	pre-B-cell leukemia transcription factor 1-like	1	Y	9
gene-LOC120043675	LOC120043675	equistatin-like	1	Y	3
gene-LOC120043681_1			1		0
gene-LOC120043705	LOC120043705	charged multivesicular body protein 6-like	1	Y	4
gene-LOC120043709	LOC120043709	zinc finger protein 345-like	1	Y	3
gene-LOC120043710	LOC120043710	zinc finger protein 2 homolog	1	Y	5
gene-LOC120043714	LOC120043714	zinc finger protein 260-like	1	Y	4
gene-LOC120043731	LOC120043731	zinc finger protein 239-like	1	Y	3
gene-LOC120043749	LOC120043749	immunoglobulin lambda-1 light chain-like	1	Y	0
gene-LOC120043784_1			1		0
gene-LOC120043788_15			1		0
gene-LOC120043788_16			1		0
gene-LOC120043788_17			1		0
gene-LOC120043788_18			1		0
gene-LOC120043788_19			1		0
gene-LOC120043819	LOC120043819	protein HID1-like	1	Y	3
gene-LOC120043933_1			1		0
gene-LOC120043933_2			1		0
gene-LOC120043934_2			1		0
gene-LOC120044036	LOC120044036	volume-regulated anion channel subunit LRRC8D-like	1	Y	1
gene-LOC120044037	LOC120044037	CCN family member 1-like	1	Y	3
gene-LOC120044041	LOC120044041	microtubule-associated serine/threonine-protein kinase 1-like	1	Y	6
gene-LOC120044073	LOC120044073	heparan sulfate glucosamine 3-O-sulfotransferase 6-like	1	Y	1
gene-LOC120044074	LOC120044074	delphilin-like	1	Y	1
gene-LOC120044077	LOC120044077	serine/threonine-protein kinase/endoribonuclease IRE1-like	1	Y	9
gene-LOC120044079_1			1		0
gene-LOC120044080	LOC120044080	meteorin-like protein	1	Y	2
gene-LOC120044088	LOC120044088	proton channel OTOP2-like	1	Y	3
gene-LOC120044089	LOC120044089	proton channel OTOP2-like	1	Y	3
gene-LOC120044103	LOC120044103	monocarboxylate transporter 6-like	1	Y	3
gene-LOC120044111	LOC120044111	NACHT, LRR and PYD domains-containing protein 12-like	1	Y	1
gene-LOC120044113	LOC120044113	transmembrane protein 114-like	1	Y	1
gene-LOC120044138	LOC120044138		1	Y	0
gene-LOC120044146	LOC120044146		1	Y	0
gene-LOC120044159	LOC120044159	exocyst complex component 7-like	1	Y	0
gene-LOC120044165	LOC120044165	trinucleotide repeat-containing gene 6C protein-like	1	Y	6
gene-LOC120044439_1			1		0
gene-LOC120044479_1			1		0
gene-LOC120044489_1			1		0
gene-LOC120044490_2			1		0
gene-LOC120044597	LOC120044597	zinc finger protein Gfi-1b-like	1	Y	4
gene-LOC120044598	LOC120044598	transcription factor jun-B-like	1	Y	7
gene-LOC120044599	LOC120044599	riboflavin-binding protein-like	1	Y	4
gene-LOC120044600	LOC120044600	galactosylceramide sulfotransferase-like	1	Y	3
gene-LOC120044602	LOC120044602	permeability factor 2-like	1	Y	9
gene-LOC120044603	LOC120044603	permeability factor 2-like	1	Y	9
gene-LOC120044604	LOC120044604	GTPase IMAP family member 7-like	1	Y	1
gene-LOC120044631_1			1		0
gene-LOC120044673_1			1		0
gene-LOC120044677	LOC120044677	aquaporin-8-like	1	Y	4
gene-LOC120044681	LOC120044681	protein amnionless-like	1	Y	4
gene-LOC120044693	LOC120044693	metalloproteinase inhibitor 2-like	1	Y	7
gene-LOC120044696_1			1		0
gene-LOC120044699	LOC120044699	mediator of RNA polymerase II transcription subunit 9-like	1	Y	3
gene-LOC120044701	LOC120044701	dexamethasone-induced Ras-related protein 1-like	1	Y	2
gene-LOC120044712	LOC120044712	ras-related C3 botulinum toxin substrate 3-like	1	Y	15
gene-LOC120044727	LOC120044727	Usher syndrome type-1G protein homolog	1	Y	4
gene-LOC120044738_1			1		0
gene-LOC120044791_29			1		0
gene-LOC120044791_30			1		0
gene-LOC120044844	LOC120044844	cytochrome P450 2K1-like	1	Y	7
gene-LOC120045184_2			1		0
gene-LOC120045209	LOC120045209	5S ribosomal RNA	1	Y	0
gene-LOC120045238	LOC120045238	Z30 small nucleolar RNA	1	Y	0
gene-LOC120045244	LOC120045244	5S ribosomal RNA	1	Y	0
