comparison	chr_a	chr_b	anchors
reference_vs_siscowet	rfNC0523211	siptg000158l1	15
reference_vs_siscowet	rfNC0523211	siptg002779l1	15
reference_vs_siscowet	rfNC0523241	siptg001356l1	15
reference_vs_siscowet	rfNC0523241	siptg004431l1	15
reference_vs_siscowet	rfNC0523261	siptg000070l1	15
reference_vs_siscowet	rfNC0523261	siptg002469l1	15
reference_vs_siscowet	rfNC0523261	siptg003304l1	15
reference_vs_siscowet	rfNC0523261	siptg010794l1	15
reference_vs_siscowet	rfNC0523271	siptg003144l1	15
reference_vs_siscowet	rfNC0523271	siptg004231l1	15
reference_vs_siscowet	rfNC0523301	siptg006204l1	15
reference_vs_siscowet	rfNC0523321	siptg000465l1	15
reference_vs_siscowet	rfNC0523321	siptg001315l1	15
reference_vs_siscowet	rfNC0523341	siptg000658l1	15
reference_vs_siscowet	rfNC0523351	siptg001592l1	15
reference_vs_siscowet	rfNC0523351	siptg010313l1	15
reference_vs_siscowet	rfNC0523361	siptg000344l1	15
reference_vs_siscowet	rfNC0523361	siptg000445l1	15
reference_vs_siscowet	rfNC0523361	siptg002342l1	15
reference_vs_siscowet	rfNC0523361	siptg003935l1	15
reference_vs_siscowet	rfNC0523381	siptg001709l1	15
reference_vs_siscowet	rfNC0523381	siptg002247l1	15
reference_vs_siscowet	rfNC0523391	siptg000709l1	15
reference_vs_siscowet	rfNC0523391	siptg002716l1	15
reference_vs_siscowet	rfNC0523411	siptg000558l1	15
reference_vs_siscowet	rfNC0523431	siptg000310l1	15
reference_vs_siscowet	rfNC0523441	siptg002819l1	15
reference_vs_siscowet	rfNC0523451	siptg000063l1	15
reference_vs_siscowet	rfNC0523451	siptg000416l1	15
reference_vs_siscowet	rfNC0523451	siptg000718l1	15
reference_vs_siscowet	rfNC0523471	siptg005272l1	15
reference_vs_siscowet	rfNW0240592101	siptg002297l1	15
reference_vs_siscowet	rfNC0523071	siptg000591l1	14
reference_vs_siscowet	rfNC0523071	siptg002341l1	14
reference_vs_siscowet	rfNC0523081	siptg000500l1	14
reference_vs_siscowet	rfNC0523081	siptg003666l1	14
reference_vs_siscowet	rfNC0523081	siptg010248l1	14
reference_vs_siscowet	rfNC0523091	siptg001651l1	14
reference_vs_siscowet	rfNC0523091	siptg002649l1	14
reference_vs_siscowet	rfNC0523091	siptg004867l1	14
reference_vs_siscowet	rfNC0523101	siptg003409l1	14
reference_vs_siscowet	rfNC0523101	siptg003556l1	14
reference_vs_siscowet	rfNC0523111	siptg000197l1	14
reference_vs_siscowet	rfNC0523111	siptg004339l1	14
reference_vs_siscowet	rfNC0523111	siptg007572l1	14
reference_vs_siscowet	rfNC0523121	siptg002370l1	14
reference_vs_siscowet	rfNC0523131	siptg004372l1	14
reference_vs_siscowet	rfNC0523131	siptg007727l1	14
reference_vs_siscowet	rfNC0523141	siptg000606l1	14
reference_vs_siscowet	rfNC0523151	siptg000275l1	14
reference_vs_siscowet	rfNC0523151	siptg001427l1	14
reference_vs_siscowet	rfNC0523151	siptg003361l1	14
reference_vs_siscowet	rfNC0523161	siptg000372l1	14
reference_vs_siscowet	rfNC0523161	siptg003300l1	14
reference_vs_siscowet	rfNC0523161	siptg003350l1	14
reference_vs_siscowet	rfNC0523171	siptg001434l1	14
reference_vs_siscowet	rfNC0523171	siptg004877l1	14
reference_vs_siscowet	rfNC0523181	siptg002926l1	14
reference_vs_siscowet	rfNC0523191	siptg000858l1	14
reference_vs_siscowet	rfNC0523201	siptg000429l1	14
reference_vs_siscowet	rfNC0523201	siptg002225l1	14
reference_vs_siscowet	rfNC0523211	siptg002758l1	14
reference_vs_siscowet	rfNC0523211	siptg005488l1	14
reference_vs_siscowet	rfNC0523241	siptg002405l1	14
reference_vs_siscowet	rfNC0523251	siptg000143l1	14
reference_vs_siscowet	rfNC0523261	siptg000106l1	14
reference_vs_siscowet	rfNC0523261	siptg001338l1	14
reference_vs_siscowet	rfNC0523281	siptg000037l1	14
reference_vs_siscowet	rfNC0523281	siptg007564l1	14
reference_vs_siscowet	rfNC0523291	siptg001188l1	14
reference_vs_siscowet	rfNC0523301	siptg000533l1	14
reference_vs_siscowet	rfNC0523301	siptg003018l1	14
reference_vs_siscowet	rfNC0523321	siptg002103l1	14
reference_vs_siscowet	rfNC0523331	siptg001193l1	14
reference_vs_siscowet	rfNC0523331	siptg001684l1	14
reference_vs_siscowet	rfNC0523331	siptg002813l1	14
reference_vs_siscowet	rfNC0523331	siptg004435l1	14
reference_vs_siscowet	rfNC0523341	siptg001153l1	14
reference_vs_siscowet	rfNC0523351	siptg001046l1	14
reference_vs_siscowet	rfNC0523371	siptg006058l1	14
reference_vs_siscowet	rfNC0523411	siptg000242l1	14
reference_vs_siscowet	rfNC0523411	siptg002805l1	14
reference_vs_siscowet	rfNC0523411	siptg012210l1	14
reference_vs_siscowet	rfNC0523421	siptg001166l1	14
reference_vs_siscowet	rfNC0523431	siptg000430l1	14
reference_vs_siscowet	rfNC0523431	siptg001042l1	14
reference_vs_siscowet	rfNC0523441	siptg001372l1	14
reference_vs_siscowet	rfNC0523471	siptg001669l1	14
reference_vs_siscowet	rfNC0523471	siptg002434l1	14
reference_vs_siscowet	rfNW0240578641	siptg000618l1	14
reference_vs_siscowet	rfNW0240593191	siptg005783l1	14
reference_vs_siscowet	rfNW0240613631	siptg006829l1	14
reference_vs_siscowet	rfNW0240616411	siptg003994l1	14
reference_vs_siscowet	rfNC0523071	siptg000177l1	13
reference_vs_siscowet	rfNC0523071	siptg001043l1	13
reference_vs_siscowet	rfNC0523071	siptg001157l1	13
reference_vs_siscowet	rfNC0523081	siptg001626l1	13
reference_vs_siscowet	rfNC0523081	siptg001780l1	13
reference_vs_siscowet	rfNC0523081	siptg002914l1	13
reference_vs_siscowet	rfNC0523081	siptg004157l1	13
reference_vs_siscowet	rfNC0523081	siptg005810l1	13
reference_vs_siscowet	rfNC0523091	siptg000282l1	13
reference_vs_siscowet	rfNC0523091	siptg000679l1	13
reference_vs_siscowet	rfNC0523091	siptg001272l1	13
reference_vs_siscowet	rfNC0523091	siptg001895l1	13
reference_vs_siscowet	rfNC0523091	siptg004522l1	13
reference_vs_siscowet	rfNC0523091	siptg004716l1	13
reference_vs_siscowet	rfNC0523101	siptg000205l1	13
reference_vs_siscowet	rfNC0523101	siptg002051l1	13
reference_vs_siscowet	rfNC0523101	siptg002954l1	13
reference_vs_siscowet	rfNC0523111	siptg001887l1	13
reference_vs_siscowet	rfNC0523121	siptg001106l1	13
reference_vs_siscowet	rfNC0523131	siptg003784l1	13
reference_vs_siscowet	rfNC0523141	siptg000257l1	13
reference_vs_siscowet	rfNC0523151	siptg001057l1	13
reference_vs_siscowet	rfNC0523151	siptg007910l1	13
reference_vs_siscowet	rfNC0523161	siptg000515l1	13
reference_vs_siscowet	rfNC0523161	siptg001384l1	13
reference_vs_siscowet	rfNC0523161	siptg002179l1	13
reference_vs_siscowet	rfNC0523161	siptg003812l1	13
reference_vs_siscowet	rfNC0523171	siptg003141l1	13
reference_vs_siscowet	rfNC0523181	siptg000538l1	13
reference_vs_siscowet	rfNC0523201	siptg000020l1	13
reference_vs_siscowet	rfNC0523201	siptg007604l1	13
reference_vs_siscowet	rfNC0523211	siptg000785l1	13
reference_vs_siscowet	rfNC0523221	siptg000327l1	13
reference_vs_siscowet	rfNC0523221	siptg000701l1	13
reference_vs_siscowet	rfNC0523231	siptg001197l1	13
reference_vs_siscowet	rfNC0523231	siptg002922l1	13
reference_vs_siscowet	rfNC0523241	siptg002255l1	13
reference_vs_siscowet	rfNC0523241	siptg003715l1	13
reference_vs_siscowet	rfNC0523251	siptg000626l1	13
reference_vs_siscowet	rfNC0523251	siptg000854l1	13
reference_vs_siscowet	rfNC0523271	siptg001981l1	13
reference_vs_siscowet	rfNC0523271	siptg003687l1	13
reference_vs_siscowet	rfNC0523271	siptg005815l1	13
reference_vs_siscowet	rfNC0523281	siptg003609l1	13
reference_vs_siscowet	rfNC0523281	siptg005920l1	13
reference_vs_siscowet	rfNC0523301	siptg003390l1	13
reference_vs_siscowet	rfNC0523311	siptg004678l1	13
reference_vs_siscowet	rfNC0523321	siptg001422l1	13
reference_vs_siscowet	rfNC0523321	siptg001690l1	13
reference_vs_siscowet	rfNC0523321	siptg003370l1	13
reference_vs_siscowet	rfNC0523331	siptg001027l1	13
reference_vs_siscowet	rfNC0523331	siptg002310l1	13
reference_vs_siscowet	rfNC0523371	siptg002633l1	13
reference_vs_siscowet	rfNC0523371	siptg008996l1	13
reference_vs_siscowet	rfNC0523381	siptg004798l1	13
reference_vs_siscowet	rfNC0523401	siptg000230l1	13
reference_vs_siscowet	rfNC0523401	siptg000590l1	13
reference_vs_siscowet	rfNC0523401	siptg000712l1	13
reference_vs_siscowet	rfNC0523401	siptg002675l1	13
reference_vs_siscowet	rfNC0523431	siptg003961l1	13
reference_vs_siscowet	rfNC0523441	siptg007597l1	13
reference_vs_siscowet	rfNC0523451	siptg001111l1	13
reference_vs_siscowet	rfNC0523451	siptg003722l1	13
reference_vs_siscowet	rfNC0523451	siptg009989l1	13
reference_vs_siscowet	rfNC0523471	siptg001311l1	13
reference_vs_siscowet	rfNC0523471	siptg002195l1	13
reference_vs_siscowet	rfNC0523481	siptg001442l1	13
reference_vs_siscowet	rfNW0240579951	siptg008785l1	13
reference_vs_siscowet	rfNW0240582071	siptg017881l1	13
reference_vs_siscowet	rfNW0240585201	siptg006829l1	13
reference_vs_siscowet	rfNW0240604521	siptg003864l1	13
reference_vs_siscowet	rfNW0240610981	siptg001107l1	13
reference_vs_siscowet	rfNC0523071	siptg000237l1	12
reference_vs_siscowet	rfNC0523071	siptg000503l1	12
reference_vs_siscowet	rfNC0523071	siptg000960l1	12
reference_vs_siscowet	rfNC0523071	siptg001237l1	12
reference_vs_siscowet	rfNC0523071	siptg003479l1	12
reference_vs_siscowet	rfNC0523071	siptg005830l1	12
reference_vs_siscowet	rfNC0523081	siptg000437l1	12
reference_vs_siscowet	rfNC0523081	siptg000711l1	12
reference_vs_siscowet	rfNC0523081	siptg002707l1	12
reference_vs_siscowet	rfNC0523081	siptg002925l1	12
reference_vs_siscowet	rfNC0523081	siptg003085l1	12
reference_vs_siscowet	rfNC0523081	siptg007535l1	12
reference_vs_siscowet	rfNC0523091	siptg000435l1	12
reference_vs_siscowet	rfNC0523091	siptg001226l1	12
reference_vs_siscowet	rfNC0523091	siptg001470l1	12
reference_vs_siscowet	rfNC0523091	siptg002593l1	12
reference_vs_siscowet	rfNC0523101	siptg000976l1	12
reference_vs_siscowet	rfNC0523121	siptg002311l1	12
reference_vs_siscowet	rfNC0523121	siptg004576l1	12
reference_vs_siscowet	rfNC0523131	siptg000189l1	12
reference_vs_siscowet	rfNC0523131	siptg000337l1	12
reference_vs_siscowet	rfNC0523131	siptg000562l1	12
reference_vs_siscowet	rfNC0523131	siptg005162l1	12
reference_vs_siscowet	rfNC0523141	siptg000178l1	12
reference_vs_siscowet	rfNC0523141	siptg000607l1	12
reference_vs_siscowet	rfNC0523141	siptg002299l1	12
reference_vs_siscowet	rfNC0523141	siptg004550l1	12
reference_vs_siscowet	rfNC0523151	siptg002234l1	12
reference_vs_siscowet	rfNC0523161	siptg000523l1	12
reference_vs_siscowet	rfNC0523161	siptg002315l1	12
reference_vs_siscowet	rfNC0523181	siptg000083l1	12
reference_vs_siscowet	rfNC0523181	siptg001288l1	12
reference_vs_siscowet	rfNC0523191	siptg000947l1	12
reference_vs_siscowet	rfNC0523191	siptg001293l1	12
reference_vs_siscowet	rfNC0523191	siptg003367l1	12
reference_vs_siscowet	rfNC0523201	siptg000452l1	12
reference_vs_siscowet	rfNC0523201	siptg002627l1	12
reference_vs_siscowet	rfNC0523201	siptg007188l1	12
reference_vs_siscowet	rfNC0523211	siptg001644l1	12
reference_vs_siscowet	rfNC0523211	siptg003175l1	12
reference_vs_siscowet	rfNC0523221	siptg001347l1	12
reference_vs_siscowet	rfNC0523221	siptg001476l1	12
reference_vs_siscowet	rfNC0523221	siptg002133l1	12
reference_vs_siscowet	rfNC0523221	siptg003344l1	12
reference_vs_siscowet	rfNC0523241	siptg000823l1	12
reference_vs_siscowet	rfNC0523241	siptg007463l1	12
reference_vs_siscowet	rfNC0523251	siptg000583l1	12
reference_vs_siscowet	rfNC0523251	siptg001277l1	12
reference_vs_siscowet	rfNC0523251	siptg003341l1	12
reference_vs_siscowet	rfNC0523271	siptg000980l1	12
reference_vs_siscowet	rfNC0523271	siptg002594l1	12
reference_vs_siscowet	rfNC0523281	siptg001482l1	12
reference_vs_siscowet	rfNC0523281	siptg001878l1	12
reference_vs_siscowet	rfNC0523301	siptg004287l1	12
reference_vs_siscowet	rfNC0523311	siptg001612l1	12
reference_vs_siscowet	rfNC0523321	siptg001272l1	12
reference_vs_siscowet	rfNC0523321	siptg005988l1	12
reference_vs_siscowet	rfNC0523331	siptg002368l1	12
reference_vs_siscowet	rfNC0523331	siptg004841l1	12
reference_vs_siscowet	rfNC0523361	siptg013232l1	12
reference_vs_siscowet	rfNC0523381	siptg009239l1	12
reference_vs_siscowet	rfNC0523391	siptg002858l1	12
reference_vs_siscowet	rfNC0523391	siptg004695l1	12
reference_vs_siscowet	rfNC0523401	siptg000101l1	12
reference_vs_siscowet	rfNC0523401	siptg002654l1	12
reference_vs_siscowet	rfNC0523401	siptg002866l1	12
reference_vs_siscowet	rfNC0523401	siptg004705l1	12
reference_vs_siscowet	rfNC0523421	siptg001079l1	12
reference_vs_siscowet	rfNC0523421	siptg002823l1	12
reference_vs_siscowet	rfNC0523421	siptg003465l1	12
reference_vs_siscowet	rfNC0523441	siptg010243l1	12
reference_vs_siscowet	rfNC0523481	siptg005980l1	12
reference_vs_siscowet	rfNW0240580971	siptg005350l1	12
reference_vs_siscowet	rfNW0240606741	siptg000873l1	12
reference_vs_siscowet	rfNW0240614121	siptg013952l1	12
reference_vs_siscowet	rfNW0240616411	siptg002684l1	12
reference_vs_siscowet	rfNC0523071	siptg000508l1	11
reference_vs_siscowet	rfNC0523071	siptg000828l1	11
reference_vs_siscowet	rfNC0523071	siptg002004l1	11
reference_vs_siscowet	rfNC0523071	siptg004779l1	11
reference_vs_siscowet	rfNC0523071	siptg009435l1	11
reference_vs_siscowet	rfNC0523081	siptg000052l1	11
reference_vs_siscowet	rfNC0523081	siptg000123l1	11
reference_vs_siscowet	rfNC0523081	siptg000695l1	11
reference_vs_siscowet	rfNC0523081	siptg000850l1	11
reference_vs_siscowet	rfNC0523081	siptg001139l1	11
reference_vs_siscowet	rfNC0523081	siptg001381l1	11
reference_vs_siscowet	rfNC0523081	siptg001601l1	11
reference_vs_siscowet	rfNC0523081	siptg001888l1	11
reference_vs_siscowet	rfNC0523081	siptg002152l1	11
reference_vs_siscowet	rfNC0523091	siptg000002l1	11
reference_vs_siscowet	rfNC0523091	siptg002257l1	11
reference_vs_siscowet	rfNC0523091	siptg004393l1	11
reference_vs_siscowet	rfNC0523091	siptg008512l1	11
reference_vs_siscowet	rfNC0523101	siptg000225l1	11
reference_vs_siscowet	rfNC0523101	siptg000561l1	11
reference_vs_siscowet	rfNC0523101	siptg004671l1	11
reference_vs_siscowet	rfNC0523101	siptg011358l1	11
reference_vs_siscowet	rfNC0523111	siptg003021l1	11
reference_vs_siscowet	rfNC0523111	siptg003893l1	11
reference_vs_siscowet	rfNC0523111	siptg005939l1	11
reference_vs_siscowet	rfNC0523111	siptg007405l1	11
reference_vs_siscowet	rfNC0523111	siptg007841l1	11
reference_vs_siscowet	rfNC0523121	siptg001191l1	11
reference_vs_siscowet	rfNC0523121	siptg001507l1	11
reference_vs_siscowet	rfNC0523131	siptg000867l1	11
reference_vs_siscowet	rfNC0523131	siptg001668l1	11
reference_vs_siscowet	rfNC0523131	siptg004273l1	11
reference_vs_siscowet	rfNC0523131	siptg006639l1	11
reference_vs_siscowet	rfNC0523141	siptg000091l1	11
reference_vs_siscowet	rfNC0523141	siptg000108l1	11
reference_vs_siscowet	rfNC0523141	siptg000258l1	11
reference_vs_siscowet	rfNC0523141	siptg002313l1	11
reference_vs_siscowet	rfNC0523141	siptg006919l1	11
reference_vs_siscowet	rfNC0523151	siptg000266l1	11
reference_vs_siscowet	rfNC0523161	siptg002270l1	11
reference_vs_siscowet	rfNC0523161	siptg002865l1	11
reference_vs_siscowet	rfNC0523161	siptg003074l1	11
reference_vs_siscowet	rfNC0523171	siptg001398l1	11
reference_vs_siscowet	rfNC0523171	siptg007785l1	11
reference_vs_siscowet	rfNC0523171	siptg007828l1	11
reference_vs_siscowet	rfNC0523181	siptg000117l1	11
reference_vs_siscowet	rfNC0523181	siptg002844l1	11
reference_vs_siscowet	rfNC0523181	siptg003388l1	11
reference_vs_siscowet	rfNC0523191	siptg000071l1	11
reference_vs_siscowet	rfNC0523201	siptg003248l1	11
reference_vs_siscowet	rfNC0523221	siptg000009l1	11
reference_vs_siscowet	rfNC0523221	siptg001011l1	11
reference_vs_siscowet	rfNC0523221	siptg002506l1	11
reference_vs_siscowet	rfNC0523221	siptg002795l1	11
reference_vs_siscowet	rfNC0523241	siptg001688l1	11
reference_vs_siscowet	rfNC0523241	siptg002515l1	11
reference_vs_siscowet	rfNC0523251	siptg000747l1	11
reference_vs_siscowet	rfNC0523251	siptg001176l1	11
reference_vs_siscowet	rfNC0523251	siptg001561l1	11
reference_vs_siscowet	rfNC0523261	siptg000706l1	11
reference_vs_siscowet	rfNC0523261	siptg000845l1	11
reference_vs_siscowet	rfNC0523261	siptg001231l1	11
reference_vs_siscowet	rfNC0523271	siptg000391l1	11
reference_vs_siscowet	rfNC0523271	siptg002100l1	11
reference_vs_siscowet	rfNC0523271	siptg002172l1	11
reference_vs_siscowet	rfNC0523281	siptg001496l1	11
reference_vs_siscowet	rfNC0523281	siptg002566l1	11
reference_vs_siscowet	rfNC0523281	siptg004940l1	11
reference_vs_siscowet	rfNC0523291	siptg004478l1	11
reference_vs_siscowet	rfNC0523301	siptg002773l1	11
reference_vs_siscowet	rfNC0523301	siptg004507l1	11
reference_vs_siscowet	rfNC0523311	siptg001676l1	11
reference_vs_siscowet	rfNC0523321	siptg000735l1	11
reference_vs_siscowet	rfNC0523321	siptg000995l1	11
reference_vs_siscowet	rfNC0523321	siptg006043l1	11
reference_vs_siscowet	rfNC0523331	siptg002046l1	11
reference_vs_siscowet	rfNC0523331	siptg002510l1	11
reference_vs_siscowet	rfNC0523341	siptg000133l1	11
reference_vs_siscowet	rfNC0523341	siptg001403l1	11
reference_vs_siscowet	rfNC0523341	siptg002009l1	11
reference_vs_siscowet	rfNC0523341	siptg003412l1	11
reference_vs_siscowet	rfNC0523351	siptg000378l1	11
reference_vs_siscowet	rfNC0523351	siptg001486l1	11
reference_vs_siscowet	rfNC0523351	siptg004903l1	11
reference_vs_siscowet	rfNC0523361	siptg002192l1	11
reference_vs_siscowet	rfNC0523371	siptg000103l1	11
reference_vs_siscowet	rfNC0523371	siptg003298l1	11
reference_vs_siscowet	rfNC0523411	siptg002396l1	11
reference_vs_siscowet	rfNC0523421	siptg000929l1	11
reference_vs_siscowet	rfNC0523421	siptg005394l1	11
reference_vs_siscowet	rfNC0523431	siptg001014l1	11
reference_vs_siscowet	rfNC0523431	siptg007749l1	11
reference_vs_siscowet	rfNC0523431	siptg011510l1	11
reference_vs_siscowet	rfNC0523451	siptg001267l1	11
reference_vs_siscowet	rfNC0523451	siptg004859l1	11
reference_vs_siscowet	rfNC0523451	siptg006662l1	11
reference_vs_siscowet	rfNC0523461	siptg001210l1	11
reference_vs_siscowet	rfNC0523461	siptg008830l1	11
reference_vs_siscowet	rfNC0523471	siptg006640l1	11
reference_vs_siscowet	rfNC0523481	siptg005411l1	11
reference_vs_siscowet	rfNW0240578421	siptg002669l1	11
reference_vs_siscowet	rfNW0240581311	siptg005031l1	11
reference_vs_siscowet	rfNW0240616191	siptg008436l1	11
reference_vs_siscowet	rfNC0523071	siptg001713l1	10
reference_vs_siscowet	rfNC0523071	siptg010077l1	10
reference_vs_siscowet	rfNC0523081	siptg002381l1	10
reference_vs_siscowet	rfNC0523091	siptg000577l1	10
reference_vs_siscowet	rfNC0523091	siptg000873l1	10
reference_vs_siscowet	rfNC0523101	siptg000682l1	10
reference_vs_siscowet	rfNC0523101	siptg002279l1	10
reference_vs_siscowet	rfNC0523101	siptg002349l1	10
reference_vs_siscowet	rfNC0523101	siptg005253l1	10
reference_vs_siscowet	rfNC0523111	siptg000585l1	10
reference_vs_siscowet	rfNC0523111	siptg000638l1	10
reference_vs_siscowet	rfNC0523111	siptg001665l1	10
reference_vs_siscowet	rfNC0523111	siptg002105l1	10
reference_vs_siscowet	rfNC0523111	siptg002373l1	10
reference_vs_siscowet	rfNC0523121	siptg000052l1	10
reference_vs_siscowet	rfNC0523121	siptg005921l1	10
reference_vs_siscowet	rfNC0523121	siptg009521l1	10
reference_vs_siscowet	rfNC0523131	siptg004005l1	10
reference_vs_siscowet	rfNC0523141	siptg000456l1	10
reference_vs_siscowet	rfNC0523141	siptg001794l1	10
reference_vs_siscowet	rfNC0523141	siptg003724l1	10
reference_vs_siscowet	rfNC0523151	siptg000504l1	10
reference_vs_siscowet	rfNC0523151	siptg000904l1	10
reference_vs_siscowet	rfNC0523151	siptg001728l1	10
reference_vs_siscowet	rfNC0523161	siptg000877l1	10
reference_vs_siscowet	rfNC0523161	siptg003416l1	10
reference_vs_siscowet	rfNC0523171	siptg000201l1	10
reference_vs_siscowet	rfNC0523171	siptg005411l1	10
reference_vs_siscowet	rfNC0523181	siptg004315l1	10
reference_vs_siscowet	rfNC0523201	siptg002878l1	10
reference_vs_siscowet	rfNC0523201	siptg010000l1	10
reference_vs_siscowet	rfNC0523211	siptg001930l1	10
reference_vs_siscowet	rfNC0523211	siptg004025l1	10
reference_vs_siscowet	rfNC0523221	siptg001762l1	10
reference_vs_siscowet	rfNC0523221	siptg004474l1	10
reference_vs_siscowet	rfNC0523221	siptg005754l1	10
reference_vs_siscowet	rfNC0523221	siptg007700l1	10
reference_vs_siscowet	rfNC0523231	siptg000194l1	10
reference_vs_siscowet	rfNC0523231	siptg002797l1	10
reference_vs_siscowet	rfNC0523231	siptg008281l1	10
reference_vs_siscowet	rfNC0523231	siptg016627l1	10
reference_vs_siscowet	rfNC0523251	siptg001321l1	10
reference_vs_siscowet	rfNC0523271	siptg008424l1	10
reference_vs_siscowet	rfNC0523291	siptg002114l1	10
reference_vs_siscowet	rfNC0523291	siptg007698l1	10
reference_vs_siscowet	rfNC0523301	siptg000287l1	10
reference_vs_siscowet	rfNC0523311	siptg000808l1	10
reference_vs_siscowet	rfNC0523311	siptg003098l1	10
reference_vs_siscowet	rfNC0523311	siptg006322l1	10
reference_vs_siscowet	rfNC0523321	siptg001219l1	10
reference_vs_siscowet	rfNC0523321	siptg004288l1	10
reference_vs_siscowet	rfNC0523331	siptg001856l1	10
reference_vs_siscowet	rfNC0523331	siptg002250l1	10
reference_vs_siscowet	rfNC0523331	siptg007705l1	10
reference_vs_siscowet	rfNC0523331	siptg011431l1	10
reference_vs_siscowet	rfNC0523341	siptg001249l1	10
reference_vs_siscowet	rfNC0523341	siptg001444l1	10
reference_vs_siscowet	rfNC0523351	siptg007720l1	10
reference_vs_siscowet	rfNC0523361	siptg002500l1	10
reference_vs_siscowet	rfNC0523361	siptg002688l1	10
reference_vs_siscowet	rfNC0523361	siptg005867l1	10
reference_vs_siscowet	rfNC0523371	siptg000746l1	10
reference_vs_siscowet	rfNC0523371	siptg003241l1	10
reference_vs_siscowet	rfNC0523371	siptg005833l1	10
reference_vs_siscowet	rfNC0523381	siptg003599l1	10
reference_vs_siscowet	rfNC0523391	siptg001101l1	10
reference_vs_siscowet	rfNC0523391	siptg001252l1	10
reference_vs_siscowet	rfNC0523391	siptg001587l1	10
reference_vs_siscowet	rfNC0523391	siptg002227l1	10
reference_vs_siscowet	rfNC0523391	siptg003346l1	10
reference_vs_siscowet	rfNC0523411	siptg001024l1	10
reference_vs_siscowet	rfNC0523421	siptg002218l1	10
reference_vs_siscowet	rfNC0523431	siptg001260l1	10
reference_vs_siscowet	rfNC0523431	siptg007665l1	10
reference_vs_siscowet	rfNC0523431	siptg008276l1	10
reference_vs_siscowet	rfNC0523441	siptg000478l1	10
reference_vs_siscowet	rfNC0523451	siptg002097l1	10
reference_vs_siscowet	rfNC0523451	siptg005975l1	10
reference_vs_siscowet	rfNC0523471	siptg002581l1	10
reference_vs_siscowet	rfNW0240585201	siptg001221l1	10
reference_vs_siscowet	rfNW0240613631	siptg001221l1	10
reference_vs_siscowet	rfNW0240615751	siptg003946l1	10
reference_vs_siscowet	rfNC0523071	siptg003805l1	9
reference_vs_siscowet	rfNC0523071	siptg018034l1	9
reference_vs_siscowet	rfNC0523081	siptg001354l1	9
reference_vs_siscowet	rfNC0523081	siptg002038l1	9
reference_vs_siscowet	rfNC0523081	siptg007516l1	9
reference_vs_siscowet	rfNC0523081	siptg007539l1	9
reference_vs_siscowet	rfNC0523091	siptg000481l1	9
reference_vs_siscowet	rfNC0523091	siptg001121l1	9
reference_vs_siscowet	rfNC0523091	siptg002199l1	9
reference_vs_siscowet	rfNC0523091	siptg002602l1	9
reference_vs_siscowet	rfNC0523091	siptg002683l1	9
reference_vs_siscowet	rfNC0523091	siptg002773l1	9
reference_vs_siscowet	rfNC0523111	siptg000489l1	9
reference_vs_siscowet	rfNC0523111	siptg001020l1	9
reference_vs_siscowet	rfNC0523111	siptg001194l1	9
reference_vs_siscowet	rfNC0523111	siptg001438l1	9
reference_vs_siscowet	rfNC0523111	siptg005581l1	9
reference_vs_siscowet	rfNC0523121	siptg000032l1	9
reference_vs_siscowet	rfNC0523121	siptg003364l1	9
reference_vs_siscowet	rfNC0523131	siptg004633l1	9
reference_vs_siscowet	rfNC0523131	siptg008020l1	9
reference_vs_siscowet	rfNC0523141	siptg001077l1	9
reference_vs_siscowet	rfNC0523141	siptg015705l1	9
reference_vs_siscowet	rfNC0523151	siptg000110l1	9
reference_vs_siscowet	rfNC0523151	siptg000681l1	9
reference_vs_siscowet	rfNC0523151	siptg001214l1	9
reference_vs_siscowet	rfNC0523151	siptg001772l1	9
reference_vs_siscowet	rfNC0523151	siptg001799l1	9
reference_vs_siscowet	rfNC0523151	siptg001992l1	9
reference_vs_siscowet	rfNC0523151	siptg003569l1	9
reference_vs_siscowet	rfNC0523161	siptg001028l1	9
reference_vs_siscowet	rfNC0523161	siptg002199l1	9
reference_vs_siscowet	rfNC0523161	siptg002383l1	9
reference_vs_siscowet	rfNC0523171	siptg002050l1	9
reference_vs_siscowet	rfNC0523181	siptg003691l1	9
reference_vs_siscowet	rfNC0523191	siptg000118l1	9
reference_vs_siscowet	rfNC0523191	siptg001830l1	9
reference_vs_siscowet	rfNC0523201	siptg002049l1	9
reference_vs_siscowet	rfNC0523211	siptg001627l1	9
reference_vs_siscowet	rfNC0523211	siptg003817l1	9
reference_vs_siscowet	rfNC0523221	siptg002171l1	9
reference_vs_siscowet	rfNC0523231	siptg002309l1	9
reference_vs_siscowet	rfNC0523231	siptg005409l1	9
reference_vs_siscowet	rfNC0523231	siptg006223l1	9
reference_vs_siscowet	rfNC0523231	siptg007120l1	9
reference_vs_siscowet	rfNC0523241	siptg002763l1	9
reference_vs_siscowet	rfNC0523251	siptg000231l1	9
reference_vs_siscowet	rfNC0523251	siptg000332l1	9
reference_vs_siscowet	rfNC0523251	siptg003139l1	9
reference_vs_siscowet	rfNC0523261	siptg000107l1	9
reference_vs_siscowet	rfNC0523261	siptg008392l1	9
reference_vs_siscowet	rfNC0523271	siptg000096l1	9
reference_vs_siscowet	rfNC0523271	siptg000814l1	9
reference_vs_siscowet	rfNC0523271	siptg001127l1	9
reference_vs_siscowet	rfNC0523271	siptg001164l1	9
