gene_id	symbol	product	biotype	lean_del_n	lean_del_bp	sisco_del_n	sisco_del_bp	lean_ins_n	sisco_ins_n	ecotype_skew_note
gene-LOC120034346	LOC120034346	SEC14-like protein 1	protein_coding	1	73	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034347	LOC120034347	nucleus accumbens-associated protein 1-like	protein_coding	3	960	5	2302	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034351	LOC120034351	voltage-dependent L-type calcium channel subunit beta-1-like	protein_coding	1	89	0	0	2	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034355	LOC120034355	coiled-coil domain-containing protein 43-like	protein_coding	0	0	1	80	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034359	LOC120034359	glial fibrillary acidic protein-like	protein_coding	0	0	0	0	3	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034370	LOC120034370	leucine-rich repeat-containing protein 4B-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034371	LOC120034371	beta-1,3-N-acetylglucosaminyltransferase lunatic fringe-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034380	LOC120034380	BAI1-associated protein 3-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034383	LOC120034383	cytoglobin-1-like	protein_coding	1	65	0	0	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034389	LOC120034389		V_segment	4	308	1	475	54	46	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034392	LOC120034392	myocardin-related transcription factor B-like	protein_coding	1	58	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034400	LOC120034400	atherin-like	protein_coding	0	0	0	0	1	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034402	LOC120034402	chromobox protein homolog 1-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034403	LOC120034403	insulin-like growth factor 2 mRNA-binding protein 1	protein_coding	0	0	2	8519	4	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034405	LOC120034405	cdc42-interacting protein 4 homolog	protein_coding	0	0	1	80	3	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034406	LOC120034406	mitogen-activated protein kinase kinase kinase 3-like	protein_coding	1	76	1	153	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034407	LOC120034407	rRNA methyltransferase 2, mitochondrial-like	protein_coding	2	192	2	502	6	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034408	LOC120034408	rho-related GTP-binding protein RhoN-like	protein_coding	4	304	4	894	4	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034409	LOC120034409	general transcription factor IIF subunit 1-like	protein_coding	0	0	1	167	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034410	LOC120034410		pseudogene	0	0	1	54	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034411	LOC120034411	RNA binding protein fox-1 homolog 3-like	protein_coding	0	0	4	314	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034415	LOC120034415	inactive rhomboid protein 1-like	protein_coding	5	831	2	180	10	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034417	LOC120034417	mitogen-activated protein kinase kinase kinase 14-like	protein_coding	2	250	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034418	LOC120034418	ELAV-like protein 3	protein_coding	0	0	1	106	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034420	LOC120034420	interferon alpha-6-like	protein_coding	0	0	1	1165	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034421	LOC120034421	interferon alpha-6-like	protein_coding	0	0	1	1165	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034424	LOC120034424	nuclear body protein SP140-like	protein_coding	1	110	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034427	LOC120034427	general transcription factor IIF subunit 1-like	protein_coding	0	0	2	772	2	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034428	LOC120034428	calmodulin-regulated spectrin-associated protein 3-like	protein_coding	2	107	1	65	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034436	LOC120034436	uncharacterized LOC120034436	protein_coding	1	164	1	70	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034442	LOC120034442	3-phosphoinositide-dependent protein kinase 1-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034445	LOC120034445	median body protein-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034448	LOC120034448	liprin-alpha-3-like	protein_coding	5	1142	7	2355	10	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034450	LOC120034450	beta-galactoside-binding lectin-like	protein_coding	0	0	1	328	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034453	LOC120034453		pseudogene	0	0	1	1364	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034460	LOC120034460	unconventional myosin-X-like	protein_coding	1	69	1	56	4	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034462	LOC120034462	RUN domain-containing protein 3A-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034466	LOC120034466	beta-galactoside-binding lectin-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034467	LOC120034467	rho GTPase-activating protein 27-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034473	LOC120034473	histone-lysine N-methyltransferase SETD1A-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034474	LOC120034474		pseudogene	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034475	LOC120034475	uncharacterized LOC120034475	lncRNA	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034478	LOC120034478	apoptosis regulator BAX-like	protein_coding	1	130	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034487	LOC120034487	glutamate receptor ionotropic, NMDA 2C-like	protein_coding	3	189	2	260	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034488	LOC120034488	next to BRCA1 gene 1 protein-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034491	LOC120034491	protein YIPF1-like	protein_coding	1	73	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034496	LOC120034496	tubulin gamma-1 chain	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034498	LOC120034498	LIM and SH3 domain protein 1-like	protein_coding	1	313	3	335	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034500	LOC120034500	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1-like	protein_coding	1	442	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034501	LOC120034501		pseudogene	0	0	0	0	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034502	LOC120034502	C1q-related factor-like	protein_coding	0	0	0	0	0	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034503	LOC120034503	uncharacterized LOC120034503	lncRNA	0	0	1	182	1	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034506	LOC120034506	dedicator of cytokinesis protein 7-like	protein_coding	1	165	0	0	1	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034508	LOC120034508	transmembrane protein 98-like	protein_coding	0	0	0	0	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034511	LOC120034511	3 beta-hydroxysteroid dehydrogenase type 7-like	protein_coding	2	197	1	5422	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034514	LOC120034514	MAGUK p55 subfamily member 3-like	protein_coding	1	89	0	0	4	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034515	LOC120034515	putative aminopeptidase W07G4.4	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034516	LOC120034516	probable phosphatase phospho1	protein_coding	0	0	1	177	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034520	LOC120034520	calcium-binding mitochondrial carrier protein SCaMC-3-like	protein_coding	1	405	1	773	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034526	LOC120034526	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B-like	protein_coding	20	6912	20	4855	14	13	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034527	LOC120034527	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	protein_coding	2	142	1	51	0	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034528	LOC120034528	adhesion G protein-coupled receptor E5-like	protein_coding	6	8512	4	262	4	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034529	LOC120034529	adhesion G protein-coupled receptor E1-like	protein_coding	1	171	0	0	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034530	LOC120034530	pyridoxal-dependent decarboxylase domain-containing protein 1-like	protein_coding	0	0	0	0	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034531	LOC120034531	long-chain fatty acid transport protein 1-like	protein_coding	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034532	LOC120034532	eukaryotic peptide chain release factor GTP-binding subunit ERF3A-like	protein_coding	2	2346	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034533	LOC120034533	calcium-binding mitochondrial carrier protein SCaMC-3-like	protein_coding	5	904	0	0	6	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034534	LOC120034534	transmembrane protein 238-like	protein_coding	1	43	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034536	LOC120034536	pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 2, mitochondrial-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034538	LOC120034538	protein FAM171A2-like	protein_coding	0	0	0	0	1	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034540	LOC120034540		pseudogene	1	352	1	440	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034541	LOC120034541	histone-arginine methyltransferase CARM1	protein_coding	0	0	1	389	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034545	LOC120034545	aldehyde dehydrogenase family 3 member B1-like	protein_coding	1	1864	4	1147	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034547	LOC120034547	aldehyde dehydrogenase family 3 member B1-like	protein_coding	0	0	0	0	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034550	LOC120034550	growth factor receptor-bound protein 2-like	protein_coding	2	465	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034553	LOC120034553	intercellular adhesion molecule 2-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034556	LOC120034556	heparan sulfate glucosamine 3-O-sulfotransferase 2-like	protein_coding	2	1139	4	761	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034560	LOC120034560	heparan sulfate glucosamine 3-O-sulfotransferase 4-like	protein_coding	0	0	2	123	0	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034561	LOC120034561	ubiquitin carboxyl-terminal hydrolase 31-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034569	LOC120034569	rap guanine nucleotide exchange factor-like 1	protein_coding	0	0	1	74	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034576	LOC120034576	ras-related protein Rab-26-like	protein_coding	28	8780	24	18517	22	50	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034585	LOC120034585	small G protein signaling modulator 3	protein_coding	2	173	3	408	7	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034586	LOC120034586	GTP-binding protein 1-like	protein_coding	0	0	1	330	1	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034593	LOC120034593	uncharacterized LOC120034593	lncRNA	7	1458	9	1071	5	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034596	LOC120034596	ubiquitin carboxyl-terminal hydrolase 43-like	protein_coding	4	759	3	550	6	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120034604	LOC120034604	synaptic vesicle membrane protein VAT-1 homolog	protein_coding	0	0	1	4372	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
